case_type,metric,frame_index,value_mean
correct_class_3,active_area,27,745.0762939453125
correct_class_3,active_area,28,752.2754516601562
correct_class_3,active_area,29,757.2881469726562
correct_class_3,active_area,30,757.703369140625
correct_class_3,active_area,31,759.5423583984375
correct_class_3,active_area,32,763.9957885742188
correct_class_3,active_area,33,770.2626953125
correct_class_3,active_area,34,773.13134765625
correct_class_3,active_area,35,768.4703369140625
correct_class_3,active_area,36,760.4067993164062
correct_class_3,active_area,37,754.3135375976562
correct_class_3,active_area,38,757.940673828125
correct_class_3,active_area,39,763.9830322265625
correct_class_3,active_area,40,766.7457885742188
correct_class_3,active_area,41,761.8305053710938
correct_class_3,active_area,42,755.4237060546875
correct_class_3,active_area,43,751.0423583984375
correct_class_3,active_area,44,753.9661254882812
correct_class_3,active_area,45,759.046630859375
correct_class_3,active_area,46,761.1694946289062
correct_class_3,active_area,47,755.4491577148438
correct_class_3,active_area,48,748.5169677734375
correct_class_3,active_area,49,743.1016845703125
correct_class_3,active_area,50,740.1864624023438
correct_class_3,active_area,51,739.2161254882812
correct_class_3,active_area,52,734.9576416015625
correct_class_3,active_area,53,715.3771362304688
correct_class_3,active_area,54,688.0678100585938
correct_class_3,active_area,55,670.4618530273438
correct_class_3,active_area,56,659.5551147460938
correct_class_3,active_area,57,642.61865234375
correct_class_3,active_area,58,622.4321899414062
correct_class_3,active_area,59,589.9067993164062
correct_class_3,active_area,60,552.2457885742188
correct_class_3,active_area,61,529.5126953125
correct_class_3,active_area,62,529.9873046875
correct_class_3,active_area,63,536.3983154296875
correct_class_3,active_area,64,543.8432006835938
correct_class_3,active_area,65,529.9618530273438
correct_class_3,active_area,66,502.8644104003906
correct_class_3,active_area,67,483.5932312011719
correct_class_3,active_area,68,487.7203369140625
correct_class_3,active_area,69,497.9025573730469
correct_class_3,active_area,70,508.7033996582031
correct_class_3,active_area,71,501.86865234375
correct_class_3,active_area,72,483.1059265136719
correct_class_3,active_area,73,474.6144104003906
correct_class_3,active_area,74,477.8516845703125
correct_class_3,active_area,75,486.7796630859375
correct_class_3,active_area,76,496.072021484375
correct_class_3,active_area,77,492.0296630859375
correct_class_3,active_area,78,480.61016845703125
correct_class_3,active_area,79,476.2627258300781
correct_class_3,active_area,80,479.7627258300781
correct_class_3,motion_energy,1,0.006538260728120804
correct_class_3,motion_energy,2,0.008655210956931114
correct_class_3,motion_energy,3,0.010526968166232109
correct_class_3,motion_energy,4,0.011936005204916
correct_class_3,motion_energy,5,0.013374267145991325
correct_class_3,motion_energy,6,0.01582454890012741
correct_class_3,motion_energy,7,0.021963687613606453
correct_class_3,motion_energy,8,0.027882762253284454
correct_class_3,motion_energy,9,0.03279455006122589
correct_class_3,motion_energy,10,0.03654814884066582
correct_class_3,motion_energy,11,0.040562283247709274
correct_class_3,motion_energy,12,0.04671722650527954
correct_class_3,motion_energy,13,0.06162247061729431
correct_class_3,motion_energy,14,0.1074061319231987
correct_class_3,motion_energy,15,0.2034006118774414
correct_class_3,motion_energy,16,0.36204957962036133
correct_class_3,motion_energy,17,0.4110102355480194
correct_class_3,motion_energy,18,0.4312826991081238
correct_class_3,motion_energy,19,0.646531879901886
correct_class_3,motion_energy,20,0.9467961192131042
correct_class_3,motion_energy,21,1.0696001052856445
correct_class_3,motion_energy,22,0.9571182131767273
correct_class_3,motion_energy,23,0.8291558623313904
correct_class_3,motion_energy,24,0.7846845388412476
correct_class_3,motion_energy,25,0.776859700679779
correct_class_3,motion_energy,26,0.7680706977844238
correct_class_3,motion_energy,27,0.790110170841217
correct_class_3,motion_energy,28,0.851547360420227
correct_class_3,motion_energy,29,0.9451804757118225
correct_class_3,motion_energy,30,1.05659818649292
correct_class_3,motion_energy,31,0.9558920860290527
correct_class_3,motion_energy,32,0.8237707614898682
correct_class_3,motion_energy,33,0.7416099309921265
correct_class_3,motion_energy,34,0.6866691708564758
correct_class_3,motion_energy,35,0.6435157060623169
correct_class_3,motion_energy,36,0.6042378544807434
correct_class_3,motion_energy,37,0.5721160769462585
correct_class_3,motion_energy,38,0.532240629196167
correct_class_3,motion_energy,39,0.5002515316009521
correct_class_3,motion_energy,40,0.5604392886161804
correct_class_3,motion_energy,41,0.5076314210891724
correct_class_3,motion_energy,42,0.5380650162696838
correct_class_3,motion_energy,43,0.5678275227546692
correct_class_3,motion_energy,44,0.6079596281051636
correct_class_3,motion_energy,45,0.6473257541656494
correct_class_3,motion_energy,46,0.6943296194076538
correct_class_3,motion_energy,47,0.7597494721412659
correct_class_3,motion_energy,48,0.8281852006912231
correct_class_3,motion_energy,49,0.9310107827186584
correct_class_3,motion_energy,50,1.0016218423843384
correct_class_3,motion_energy,51,1.0664366483688354
correct_class_3,motion_energy,52,1.136408805847168
correct_class_3,motion_energy,53,1.2280985116958618
correct_class_3,motion_energy,54,1.2060985565185547
correct_class_3,motion_energy,55,1.1726027727127075
correct_class_3,motion_energy,56,1.0514835119247437
correct_class_3,motion_energy,57,0.8162726759910583
correct_class_3,motion_energy,58,0.6741995215415955
correct_class_3,motion_energy,59,0.5483413338661194
correct_class_3,motion_energy,60,0.4344461262226105
correct_class_3,motion_energy,61,0.32679006457328796
correct_class_3,motion_energy,62,0.24696119129657745
correct_class_3,motion_energy,63,0.18470661342144012
correct_class_3,motion_energy,64,0.13867558538913727
correct_class_3,motion_energy,65,0.10721766203641891
correct_class_3,motion_energy,66,0.09457014501094818
correct_class_3,motion_energy,67,0.06789399683475494
correct_class_3,motion_energy,68,0.05591335892677307
correct_class_3,motion_energy,69,0.04746781662106514
correct_class_3,motion_energy,70,0.04007939621806145
correct_class_3,motion_energy,71,0.033602453768253326
correct_class_3,motion_energy,72,0.028083685785531998
correct_class_3,motion_energy,73,0.023192891851067543
correct_class_3,motion_energy,74,0.019102079793810844
correct_class_3,motion_energy,75,0.016005631536245346
correct_class_3,motion_energy,76,0.013218510895967484
correct_class_3,motion_energy,77,0.010867338627576828
correct_class_3,motion_energy,78,0.008828898891806602
correct_class_3,motion_energy,79,0.007113073952496052
correct_class_6,mean_abs_pressure,1,0.0012584298383444548
correct_class_6,mean_abs_pressure,2,0.007163397502154112
correct_class_6,mean_abs_pressure,3,0.012357226572930813
correct_class_6,mean_abs_pressure,4,0.016264738515019417
correct_class_6,mean_abs_pressure,5,0.017214540392160416
correct_class_6,mean_abs_pressure,6,0.013753016479313374
correct_class_6,mean_abs_pressure,7,0.009300059638917446
correct_class_6,mean_abs_pressure,8,0.024553857743740082
correct_class_6,mean_abs_pressure,9,0.04087973013520241
correct_class_6,mean_abs_pressure,10,0.05279998481273651
correct_class_6,mean_abs_pressure,11,0.05609166994690895
correct_class_6,mean_abs_pressure,12,0.04802534729242325
correct_class_6,mean_abs_pressure,13,0.03749222680926323
correct_class_6,mean_abs_pressure,14,0.07766181975603104
correct_class_6,mean_abs_pressure,15,0.14581698179244995
correct_class_6,mean_abs_pressure,16,0.256316602230072
correct_class_6,mean_abs_pressure,17,0.41176554560661316
correct_class_6,mean_abs_pressure,18,0.5559570789337158
correct_class_6,mean_abs_pressure,19,0.7348510026931763
correct_class_6,mean_abs_pressure,20,1.1393123865127563
correct_class_6,mean_abs_pressure,21,1.8121224641799927
correct_class_6,mean_abs_pressure,22,2.3641741275787354
correct_class_6,mean_abs_pressure,23,2.7824320793151855
correct_class_6,mean_abs_pressure,24,3.188241720199585
correct_class_6,mean_abs_pressure,25,3.5921318531036377
correct_class_6,mean_abs_pressure,26,4.041507720947266
correct_class_6,mean_abs_pressure,27,4.473568439483643
correct_class_6,mean_abs_pressure,28,4.9093451499938965
correct_class_6,mean_abs_pressure,29,5.636295318603516
correct_class_6,mean_abs_pressure,30,6.139523506164551
correct_class_6,mean_abs_pressure,31,6.581468105316162
correct_class_6,mean_abs_pressure,32,6.972275733947754
correct_class_6,mean_abs_pressure,33,7.322471618652344
correct_class_6,mean_abs_pressure,34,7.6165947914123535
correct_class_6,mean_abs_pressure,35,7.847862243652344
correct_class_6,mean_abs_pressure,36,8.009105682373047
correct_class_6,mean_abs_pressure,37,8.171724319458008
correct_class_6,mean_abs_pressure,38,8.361162185668945
correct_class_6,mean_abs_pressure,39,8.511507034301758
correct_class_6,mean_abs_pressure,40,8.581665992736816
correct_class_6,mean_abs_pressure,41,8.535504341125488
correct_class_6,mean_abs_pressure,42,8.409196853637695
correct_class_6,mean_abs_pressure,43,8.279780387878418
correct_class_6,mean_abs_pressure,44,8.154118537902832
correct_class_6,mean_abs_pressure,45,7.95594596862793
correct_class_6,mean_abs_pressure,46,7.653176784515381
correct_class_6,mean_abs_pressure,47,7.250061511993408
correct_class_6,mean_abs_pressure,48,6.792447566986084
correct_class_6,mean_abs_pressure,49,6.317468643188477
correct_class_6,mean_abs_pressure,50,5.822064399719238
correct_class_6,mean_abs_pressure,51,5.307790279388428
correct_class_6,mean_abs_pressure,52,4.754651069641113
correct_class_6,mean_abs_pressure,53,4.158534526824951
correct_class_6,mean_abs_pressure,54,3.535625696182251
correct_class_6,mean_abs_pressure,55,2.9436326026916504
correct_class_6,mean_abs_pressure,56,2.4206302165985107
correct_class_6,mean_abs_pressure,57,1.9268229007720947
correct_class_6,mean_abs_pressure,58,1.4629329442977905
correct_class_6,mean_abs_pressure,59,1.0779681205749512
correct_class_6,mean_abs_pressure,60,0.7933807969093323
correct_class_6,mean_abs_pressure,61,0.6145907640457153
correct_class_6,mean_abs_pressure,62,0.5184483528137207
correct_class_6,mean_abs_pressure,63,0.4461190402507782
correct_class_6,mean_abs_pressure,64,0.37104931473731995
correct_class_6,mean_abs_pressure,65,0.2860826253890991
correct_class_6,mean_abs_pressure,66,0.20473600924015045
correct_class_6,mean_abs_pressure,67,0.14312012493610382
correct_class_6,mean_abs_pressure,68,0.11799419671297073
correct_class_6,mean_abs_pressure,69,0.09976645559072495
correct_class_6,mean_abs_pressure,70,0.0809873566031456
correct_class_6,mean_abs_pressure,71,0.06096126139163971
correct_class_6,mean_abs_pressure,72,0.04429367184638977
correct_class_6,mean_abs_pressure,73,0.03486955165863037
correct_class_6,mean_abs_pressure,74,0.031896498054265976
correct_class_6,mean_abs_pressure,75,0.02908369153738022
correct_class_6,mean_abs_pressure,76,0.024146758019924164
correct_class_6,mean_abs_pressure,77,0.018028022721409798
correct_class_6,mean_abs_pressure,78,0.012587089091539383
correct_class_6,mean_abs_pressure,79,0.009502755478024483
correct_class_6,mean_abs_pressure,80,0.008546307682991028
correct_class_6,max_abs_pressure,1,0.04720783606171608
correct_class_6,max_abs_pressure,2,0.0642438530921936
correct_class_6,max_abs_pressure,3,0.10792997479438782
correct_class_6,max_abs_pressure,4,0.1411166787147522
correct_class_6,max_abs_pressure,5,0.17470169067382812
correct_class_6,max_abs_pressure,6,0.19581620395183563
correct_class_6,max_abs_pressure,7,0.25660908222198486
correct_class_6,max_abs_pressure,8,0.31527814269065857
correct_class_6,max_abs_pressure,9,0.4264308512210846
correct_class_6,max_abs_pressure,10,0.5633949041366577
correct_class_6,max_abs_pressure,11,0.6772553324699402
correct_class_6,max_abs_pressure,12,0.8358601927757263
correct_class_6,max_abs_pressure,13,1.1124398708343506
correct_class_6,max_abs_pressure,14,1.4991925954818726
correct_class_6,max_abs_pressure,15,2.812859296798706
correct_class_6,max_abs_pressure,16,4.97819709777832
correct_class_6,max_abs_pressure,17,7.735635280609131
correct_class_6,max_abs_pressure,18,10.509891510009766
correct_class_6,max_abs_pressure,19,14.63702392578125
correct_class_6,max_abs_pressure,20,24.71111297607422
correct_class_6,max_abs_pressure,21,35.900596618652344
correct_class_6,max_abs_pressure,22,45.672515869140625
correct_class_6,max_abs_pressure,23,53.296268463134766
correct_class_6,max_abs_pressure,24,61.3933219909668
correct_class_6,max_abs_pressure,25,72.21945190429688
correct_class_6,max_abs_pressure,26,79.93433380126953
correct_class_6,max_abs_pressure,27,86.51537322998047
correct_class_6,max_abs_pressure,28,97.44786071777344
correct_class_6,max_abs_pressure,29,120.62117004394531
correct_class_6,max_abs_pressure,30,128.05519104003906
correct_class_6,max_abs_pressure,31,137.13711547851562
correct_class_6,max_abs_pressure,32,144.43482971191406
correct_class_6,max_abs_pressure,33,149.43820190429688
correct_class_6,max_abs_pressure,34,157.20516967773438
correct_class_6,max_abs_pressure,35,166.14813232421875
correct_class_6,max_abs_pressure,36,170.4794158935547
correct_class_6,max_abs_pressure,37,174.87393188476562
correct_class_6,max_abs_pressure,38,178.81153869628906
correct_class_6,max_abs_pressure,39,178.76699829101562
correct_class_6,max_abs_pressure,40,180.49339294433594
correct_class_6,max_abs_pressure,41,179.70924377441406
correct_class_6,max_abs_pressure,42,177.57986450195312
correct_class_6,max_abs_pressure,43,175.30303955078125
correct_class_6,max_abs_pressure,44,171.79454040527344
correct_class_6,max_abs_pressure,45,168.09744262695312
correct_class_6,max_abs_pressure,46,158.9331512451172
correct_class_6,max_abs_pressure,47,151.49786376953125
correct_class_6,max_abs_pressure,48,144.30136108398438
correct_class_6,max_abs_pressure,49,135.1922607421875
correct_class_6,max_abs_pressure,50,126.98965454101562
correct_class_6,max_abs_pressure,51,115.75335693359375
correct_class_6,max_abs_pressure,52,103.99435424804688
correct_class_6,max_abs_pressure,53,92.82886505126953
correct_class_6,max_abs_pressure,54,79.46546936035156
correct_class_6,max_abs_pressure,55,66.5338363647461
correct_class_6,max_abs_pressure,56,56.2158088684082
correct_class_6,max_abs_pressure,57,46.064029693603516
correct_class_6,max_abs_pressure,58,36.22016906738281
correct_class_6,max_abs_pressure,59,27.925765991210938
correct_class_6,max_abs_pressure,60,21.494359970092773
correct_class_6,max_abs_pressure,61,17.43215560913086
correct_class_6,max_abs_pressure,62,14.014739036560059
correct_class_6,max_abs_pressure,63,11.200932502746582
correct_class_6,max_abs_pressure,64,9.212065696716309
correct_class_6,max_abs_pressure,65,7.483192443847656
correct_class_6,max_abs_pressure,66,5.514562606811523
correct_class_6,max_abs_pressure,67,3.7776455879211426
correct_class_6,max_abs_pressure,68,2.8880324363708496
correct_class_6,max_abs_pressure,69,2.0604732036590576
correct_class_6,max_abs_pressure,70,1.5448001623153687
correct_class_6,max_abs_pressure,71,1.2028090953826904
correct_class_6,max_abs_pressure,72,0.9781394600868225
correct_class_6,max_abs_pressure,73,0.7914721965789795
correct_class_6,max_abs_pressure,74,0.6573848724365234
correct_class_6,max_abs_pressure,75,0.5252772569656372
correct_class_6,max_abs_pressure,76,0.4130702316761017
correct_class_6,max_abs_pressure,77,0.32809364795684814
correct_class_6,max_abs_pressure,78,0.2603660523891449
correct_class_6,max_abs_pressure,79,0.20002879202365875
correct_class_6,max_abs_pressure,80,0.15969617664813995
correct_class_6,active_area,1,81.67841339111328
correct_class_6,active_area,2,364.4140930175781
correct_class_6,active_area,3,416.6607971191406
correct_class_6,active_area,4,427.8370056152344
correct_class_6,active_area,5,399.8634338378906
correct_class_6,active_area,6,299.4317321777344
correct_class_6,active_area,7,176.3215789794922
correct_class_6,active_area,8,355.40087890625
correct_class_6,active_area,9,420.07928466796875
correct_class_6,active_area,10,435.20263671875
correct_class_6,active_area,11,414.1850280761719
correct_class_6,active_area,12,337.03082275390625
correct_class_6,active_area,13,226.5814971923828
correct_class_6,active_area,14,371.8414001464844
correct_class_6,active_area,15,462.2599182128906
correct_class_6,active_area,16,494.8678283691406
correct_class_6,active_area,17,492.6564025878906
correct_class_6,active_area,18,456.07489013671875
correct_class_6,active_area,19,444.2334899902344
correct_class_6,active_area,20,578.9691772460938
correct_class_6,active_area,21,642.1762084960938
correct_class_6,active_area,22,654.0792846679688
correct_class_6,active_area,23,653.5330200195312
correct_class_6,active_area,24,644.3480224609375
correct_class_6,active_area,25,639.1674194335938
correct_class_6,active_area,26,653.7841186523438
correct_class_6,active_area,27,665.0528564453125
correct_class_6,active_area,28,675.3788452148438
correct_class_6,active_area,29,707.79296875
correct_class_6,active_area,30,703.1409912109375
correct_class_6,active_area,31,698.1409912109375
correct_class_6,active_area,32,704.9338989257812
correct_class_6,active_area,33,709.7224731445312
correct_class_6,active_area,34,708.0396728515625
correct_class_6,active_area,35,701.8722534179688
correct_class_6,active_area,36,691.3832397460938
correct_class_6,active_area,37,685.5682983398438
correct_class_6,active_area,38,694.6784057617188
correct_class_6,active_area,39,704.0836791992188
correct_class_6,active_area,40,706.088134765625
correct_class_6,active_area,41,700.8502197265625
correct_class_6,active_area,42,691.9515380859375
correct_class_6,active_area,43,687.40087890625
correct_class_6,active_area,44,696.1409912109375
correct_class_6,active_area,45,701.396484375
correct_class_6,active_area,46,700.5462646484375
correct_class_6,active_area,47,691.0484619140625
correct_class_6,active_area,48,678.0661010742188
correct_class_6,active_area,49,667.8237915039062
correct_class_6,active_area,50,666.6519775390625
correct_class_6,active_area,51,660.7312622070312
correct_class_6,active_area,52,645.0484619140625
correct_class_6,active_area,53,625.0264282226562
correct_class_6,active_area,54,601.9295043945312
correct_class_6,active_area,55,584.0352172851562
correct_class_6,active_area,56,577.489013671875
correct_class_6,active_area,57,570.3744506835938
correct_class_6,active_area,58,557.1365356445312
correct_class_6,active_area,59,533.8766479492188
correct_class_6,active_area,60,494.47137451171875
correct_class_6,active_area,61,461.4493408203125
correct_class_6,active_area,62,478.8149719238281
correct_class_6,active_area,63,495.502197265625
correct_class_6,active_area,64,503.40087890625
correct_class_6,active_area,65,492.9603576660156
correct_class_6,active_area,66,460.0440673828125
correct_class_6,active_area,67,440.0924987792969
correct_class_6,active_area,68,471.07049560546875
correct_class_6,active_area,69,486.9559326171875
correct_class_6,active_area,70,485.4889831542969
correct_class_6,active_area,71,461.1145324707031
correct_class_6,active_area,72,420.17620849609375
correct_class_6,active_area,73,402.5859069824219
correct_class_6,active_area,74,429.0
correct_class_6,active_area,75,450.4405212402344
correct_class_6,active_area,76,456.9162902832031
correct_class_6,active_area,77,443.8546142578125
correct_class_6,active_area,78,408.295166015625
correct_class_6,active_area,79,390.1497802734375
correct_class_6,active_area,80,415.7665100097656
correct_class_6,motion_energy,1,0.00621684268116951
correct_class_6,motion_energy,2,0.008149471133947372
correct_class_6,motion_energy,3,0.009683480486273766
correct_class_6,motion_energy,4,0.010937636718153954
