sample_id,file_path,subject_id,gesture,active_length,max_abs_delta,mean_abs_delta,active_area_mean,active_area_max,motion_energy,true_label,pred_label,case_type,top1_confidence,true_class_probability,pred_class_probability,probability_margin
250,/home/yaxin/datasets/TacAct-original/10_4_L_19.xlsx,10,4,80,191.73699951171875,3.558629274368286,761.9375,930.0,0.5376957058906555,3,3,correct_class_3,0.9995594620704652,0.9995594620704652,0.9995594620704652,0.9991561074275525
251,/home/yaxin/datasets/TacAct-original/10_4_L_2.xlsx,10,4,80,121.31568145751953,2.5907437801361084,741.0750122070312,922.0,0.4838114380836487,3,3,correct_class_3,0.999544084072113,0.999544084072113,0.999544084072113,0.9991291056212505
252,/home/yaxin/datasets/TacAct-original/10_4_L_20.xlsx,10,4,80,138.22032165527344,2.729926347732544,759.8375244140625,913.0,0.4943815767765045,3,3,correct_class_3,0.996942102909088,0.996942102909088,0.996942102909088,0.9945959239266812
253,/home/yaxin/datasets/TacAct-original/10_4_L_3.xlsx,10,4,80,181.0,3.2416484355926514,727.4500122070312,898.0,0.5531631708145142,3,3,correct_class_3,0.9995037317276,0.9995037317276,0.9995037317276,0.9990477813989855
254,/home/yaxin/datasets/TacAct-original/10_4_L_4.xlsx,10,4,80,168.0520477294922,3.3007893562316895,744.1749877929688,927.0,0.5102818608283997,3,3,correct_class_3,0.999566376209259,0.999566376209259,0.999566376209259,0.9991675678465981
255,/home/yaxin/datasets/TacAct-original/10_4_L_5.xlsx,10,4,80,143.19227600097656,2.7065954208374023,737.125,923.0,0.4881971776485443,3,3,correct_class_3,0.9988380074501038,0.9988380074501038,0.9988380074501038,0.9978789872839116
256,/home/yaxin/datasets/TacAct-original/10_4_L_6.xlsx,10,4,80,181.0,2.90510892868042,729.8624877929688,910.0,0.505355954170227,3,3,correct_class_3,0.9995757937431335,0.9995757937431335,0.9995757937431335,0.9991849033976905
257,/home/yaxin/datasets/TacAct-original/10_4_L_7.xlsx,10,4,80,183.81732177734375,2.9821701049804688,723.2374877929688,887.0,0.5357156991958618,3,3,correct_class_3,0.9979896545410156,0.9979896545410156,0.9979896545410156,0.9960298929363489
258,/home/yaxin/datasets/TacAct-original/10_4_L_8.xlsx,10,4,80,162.59207153320312,3.3460946083068848,742.5499877929688,921.0,0.5222157835960388,3,3,correct_class_3,0.9995973706245422,0.9995973706245422,0.9995973706245422,0.9992260669241659
259,/home/yaxin/datasets/TacAct-original/10_4_L_9.xlsx,10,4,80,153.3896026611328,3.2851409912109375,740.1375122070312,904.0,0.512502908706665,3,3,correct_class_3,0.9993999004364014,0.9993999004364014,0.9993999004364014,0.9988725606817752
260,/home/yaxin/datasets/TacAct-original/10_4_R_1.xlsx,10,4,80,156.0,2.4673469066619873,747.2625122070312,916.0,0.5017022490501404,3,6,class_3_to_6_error,0.999380350112915,0.0003214899625163,0.999380350112915,0.9990588601503987
261,/home/yaxin/datasets/TacAct-original/10_4_R_10.xlsx,10,4,80,197.88377380371094,3.4094161987304688,761.4749755859375,908.0,0.5632405281066895,3,3,correct_class_3,0.9989209175109864,0.9989209175109864,0.9989209175109864,0.9979248672025279
262,/home/yaxin/datasets/TacAct-original/10_4_R_11.xlsx,10,4,80,192.0,2.979295015335083,774.0125122070312,929.0,0.5570333003997803,3,6,class_3_to_6_error,0.9996461868286132,0.0001276594121009,0.9996461868286132,0.9995185274165123
263,/home/yaxin/datasets/TacAct-original/10_4_R_12.xlsx,10,4,80,122.78528594970703,2.36692476272583,740.0875244140625,921.0,0.542734682559967,3,3,correct_class_3,0.6893088221549988,0.6893088221549988,0.6893088221549988,0.3792223334312439
264,/home/yaxin/datasets/TacAct-original/10_4_R_13.xlsx,10,4,80,136.0,3.074615955352783,752.1124877929688,923.0,0.565096914768219,3,3,correct_class_3,0.9992303848266602,0.9992303848266602,0.9992303848266602,0.9985305550508201
265,/home/yaxin/datasets/TacAct-original/10_4_R_14.xlsx,10,4,80,168.0520477294922,2.959043025970459,750.4874877929688,920.0,0.5423868894577026,3,3,correct_class_3,0.9992202520370485,0.9992202520370485,0.9992202520370485,0.9984903087024578
266,/home/yaxin/datasets/TacAct-original/10_4_R_15.xlsx,10,4,80,116.3437271118164,2.9448466300964355,778.4749755859375,930.0,0.5203564763069153,3,3,correct_class_3,0.9992122650146484,0.9992122650146484,0.9992122650146484,0.9984879367402756
267,/home/yaxin/datasets/TacAct-original/10_4_R_16.xlsx,10,4,80,118.33251190185547,2.0878329277038574,735.625,942.0,0.5287005305290222,3,3,correct_class_3,0.9531077146530152,0.9531077146530152,0.9531077146530152,0.9344280045479537
268,/home/yaxin/datasets/TacAct-original/10_4_R_17.xlsx,10,4,80,130.7744598388672,2.5487117767333984,742.5875244140625,925.0,0.5344566106796265,3,3,correct_class_3,0.9961336851119996,0.9961336851119996,0.9961336851119996,0.9923782884143294
269,/home/yaxin/datasets/TacAct-original/10_4_R_18.xlsx,10,4,80,152.4063262939453,2.6547584533691406,732.2374877929688,916.0,0.5427511930465698,3,3,correct_class_3,0.9995697140693665,0.9995697140693665,0.9995697140693665,0.9991812581720296
270,/home/yaxin/datasets/TacAct-original/10_4_R_19.xlsx,10,4,80,107.0,2.5675957202911377,746.0625,923.0,0.5071630477905273,3,6,class_3_to_6_error,0.5195122957229614,0.480080783367157,0.5195122957229614,0.03943151235580444
271,/home/yaxin/datasets/TacAct-original/10_4_R_2.xlsx,10,4,80,212.3090057373047,2.921902656555176,733.3250122070312,909.0,0.5442524552345276,3,3,correct_class_3,0.9995599389076232,0.9995599389076232,0.9995599389076232,0.999159938597586
272,/home/yaxin/datasets/TacAct-original/10_4_R_20.xlsx,10,4,80,111.109130859375,2.2946999073028564,750.0125122070312,926.0,0.5351995825767517,3,3,correct_class_3,0.9984305500984192,0.9984305500984192,0.9984305500984192,0.9971244030166417
273,/home/yaxin/datasets/TacAct-original/10_4_R_3.xlsx,10,4,80,140.47007751464844,2.8720932006835938,740.4249877929688,917.0,0.6078373789787292,3,3,correct_class_3,0.9984379410743712,0.9984379410743712,0.9984379410743712,0.9969682343071327
274,/home/yaxin/datasets/TacAct-original/10_4_R_4.xlsx,10,4,80,137.0,2.1338157653808594,728.5875244140625,892.0,0.5026747584342957,3,6,class_3_to_6_error,0.999427080154419,0.0001984357368201,0.999427080154419,0.9992286444175988
275,/home/yaxin/datasets/TacAct-original/10_4_R_5.xlsx,10,4,80,143.0,2.807112216949463,741.8375244140625,911.0,0.5369207859039307,3,6,class_3_to_6_error,0.9990746974945068,0.0006489942898042,0.9990746974945068,0.9984257032047026
276,/home/yaxin/datasets/TacAct-original/10_4_R_6.xlsx,10,4,80,151.1474151611328,3.0350494384765625,735.2249755859375,907.0,0.5352051854133606,3,3,correct_class_3,0.9995412826538086,0.9995412826538086,0.9995412826538086,0.9991209017753135
277,/home/yaxin/datasets/TacAct-original/10_4_R_7.xlsx,10,4,80,251.45054626464844,2.8828063011169434,747.7125244140625,929.0,0.5405309796333313,3,3,correct_class_3,0.9992274045944214,0.9992274045944214,0.9992274045944214,0.9985196610796266
278,/home/yaxin/datasets/TacAct-original/10_4_R_8.xlsx,10,4,80,134.24276733398438,2.94242787361145,735.125,919.0,0.5274834632873535,3,6,class_3_to_6_error,0.9993151426315308,0.0004834409046452,0.9993151426315308,0.9988317017268855
279,/home/yaxin/datasets/TacAct-original/10_4_R_9.xlsx,10,4,80,168.1385955810547,3.0859649181365967,751.1875,926.0,0.5552304983139038,3,3,correct_class_3,0.9992465972900392,0.9992465972900392,0.9992465972900392,0.998543909925502
360,/home/yaxin/datasets/TacAct-original/10_7_L_1.xlsx,10,7,80,131.42938232421875,2.673652172088623,764.1500244140625,925.0,0.4641598165035248,6,6,correct_class_6,0.999334156513214,0.999334156513214,0.999334156513214,0.9988897029834333
361,/home/yaxin/datasets/TacAct-original/10_7_L_10.xlsx,10,7,80,193.0,2.8599231243133545,771.6500244140625,922.0,0.47051021456718445,6,6,correct_class_6,0.999778926372528,0.999778926372528,0.999778926372528,0.9996827749127987
362,/home/yaxin/datasets/TacAct-original/10_7_L_11.xlsx,10,7,80,186.0,3.235642194747925,777.9375,912.0,0.513138473033905,6,3,class_6_to_3_error,0.9116961359977722,0.0828463360667228,0.9116961359977722,0.8288497999310495
363,/home/yaxin/datasets/TacAct-original/10_7_L_12.xlsx,10,7,80,127.28202819824219,2.8779244422912598,776.7625122070312,907.0,0.4674164950847626,6,6,correct_class_6,0.99980229139328,0.99980229139328,0.99980229139328,0.9997351022029761
364,/home/yaxin/datasets/TacAct-original/10_7_L_13.xlsx,10,7,80,144.18667602539062,3.3824095726013184,773.6875,912.0,0.5145341753959656,6,3,class_6_to_3_error,0.996601939201355,0.0033238076139241,0.996601939201355,0.9932781315874308
365,/home/yaxin/datasets/TacAct-original/10_7_L_14.xlsx,10,7,80,167.25869750976562,2.7053980827331543,761.3624877929688,889.0,0.47571703791618347,6,9,other,0.9997430443763732,4.39333462054492e-06,0.9997430443763732,0.9996236951119499
366,/home/yaxin/datasets/TacAct-original/10_7_L_15.xlsx,10,7,80,140.0,2.6554179191589355,764.4500122070312,907.0,0.4437071979045868,6,6,correct_class_6,0.999760925769806,0.999760925769806,0.999760925769806,0.9996740532806144
367,/home/yaxin/datasets/TacAct-original/10_7_L_16.xlsx,10,7,80,157.32266235351562,2.7582759857177734,760.0875244140625,882.0,0.46638646721839905,6,9,other,0.999913215637207,1.1256572634010809e-06,0.999913215637207,0.9998640079320467
368,/home/yaxin/datasets/TacAct-original/10_7_L_17.xlsx,10,7,80,144.372802734375,2.6350905895233154,766.1624755859375,901.0,0.4354887306690216,6,6,correct_class_6,0.9997517466545104,0.9997517466545104,0.9997517466545104,0.9996593098767333
369,/home/yaxin/datasets/TacAct-original/10_7_L_18.xlsx,10,7,80,228.11785888671875,3.189162492752075,775.0,911.0,0.5157142877578735,6,6,correct_class_6,0.999681830406189,0.999681830406189,0.999681830406189,0.999537351410254
370,/home/yaxin/datasets/TacAct-original/10_7_L_19.xlsx,10,7,80,166.29188537597656,2.91888689994812,786.4749755859375,906.0,0.4797913134098053,6,6,correct_class_6,0.999670386314392,0.999670386314392,0.999670386314392,0.9995611589110922
371,/home/yaxin/datasets/TacAct-original/10_7_L_2.xlsx,10,7,80,134.70753479003906,3.354914426803589,776.0999755859375,925.0,0.511746346950531,6,6,correct_class_6,0.7775424122810364,0.7775424122810364,0.7775424122810364,0.6879624053835869
372,/home/yaxin/datasets/TacAct-original/10_7_L_20.xlsx,10,7,80,160.096923828125,2.8446247577667236,779.2999877929688,907.0,0.4884355366230011,6,3,class_6_to_3_error,0.9986847043037416,0.0010802134638652,0.9986847043037416,0.9976044908398763
373,/home/yaxin/datasets/TacAct-original/10_7_L_3.xlsx,10,7,80,130.26519775390625,2.774111270904541,754.3624877929688,894.0,0.45624613761901855,6,6,correct_class_6,0.999745786190033,0.999745786190033,0.999745786190033,0.9996325724132475
374,/home/yaxin/datasets/TacAct-original/10_7_L_4.xlsx,10,7,80,137.28749084472656,3.10394287109375,751.4625244140625,912.0,0.5238211750984192,6,6,correct_class_6,0.997016191482544,0.997016191482544,0.997016191482544,0.9943001486826688
375,/home/yaxin/datasets/TacAct-original/10_7_L_5.xlsx,10,7,80,137.0,2.766979217529297,776.6749877929688,917.0,0.4531051516532898,6,6,correct_class_6,0.9996161460876464,0.9996161460876464,0.9996161460876464,0.9993948047194862
376,/home/yaxin/datasets/TacAct-original/10_7_L_6.xlsx,10,7,80,114.08396911621094,2.5568771362304688,760.875,890.0,0.4744645655155182,6,6,correct_class_6,0.9996395111083984,0.9996395111083984,0.9996395111083984,0.9995188570392203
377,/home/yaxin/datasets/TacAct-original/10_7_L_7.xlsx,10,7,80,117.0,2.7549338340759277,764.8250122070312,916.0,0.5091959238052368,6,6,correct_class_6,0.9994063377380372,0.9994063377380372,0.9994063377380372,0.9991262538824233
378,/home/yaxin/datasets/TacAct-original/10_7_L_8.xlsx,10,7,80,113.36055755615234,2.520171642303467,767.6375122070312,897.0,0.47703272104263306,6,6,correct_class_6,0.9997264742851256,0.9997264742851256,0.9997264742851256,0.999619124639139
379,/home/yaxin/datasets/TacAct-original/10_7_L_9.xlsx,10,7,80,138.0,3.1876845359802246,764.1875,900.0,0.5020732879638672,6,6,correct_class_6,0.9995070695877076,0.9995070695877076,0.9995070695877076,0.9992503772955389
380,/home/yaxin/datasets/TacAct-original/10_7_R_1.xlsx,10,7,80,156.3394012451172,2.823423385620117,738.5499877929688,926.0,0.4777695834636688,6,3,class_6_to_3_error,0.9994235038757324,0.0005238836747594,0.9994235038757324,0.998899620200973
381,/home/yaxin/datasets/TacAct-original/10_7_R_10.xlsx,10,7,80,154.37286376953125,2.6888489723205566,703.7249755859375,874.0,0.501492440700531,6,6,correct_class_6,0.9996583461761476,0.9996583461761476,0.9996583461761476,0.9995255407557125
382,/home/yaxin/datasets/TacAct-original/10_7_R_11.xlsx,10,7,80,160.49099731445312,2.9409053325653076,748.2750244140625,925.0,0.47629719972610474,6,6,correct_class_6,0.9980648159980774,0.9980648159980774,0.9980648159980774,0.9964099704520777
383,/home/yaxin/datasets/TacAct-original/10_7_R_12.xlsx,10,7,80,144.0,2.9466464519500732,733.4749755859375,925.0,0.4864993095397949,6,3,class_6_to_3_error,0.9719988703727722,0.02780700661242,0.9719988703727722,0.9441918637603522
384,/home/yaxin/datasets/TacAct-original/10_7_R_13.xlsx,10,7,80,161.2557373046875,2.3837833404541016,732.8875122070312,888.0,0.44872352480888367,6,3,class_6_to_3_error,0.9981061220169068,0.0017929673194885,0.9981061220169068,0.9963131546974183
385,/home/yaxin/datasets/TacAct-original/10_7_R_14.xlsx,10,7,80,163.08009338378906,3.557131290435791,747.4749755859375,916.0,0.5095781087875366,6,6,correct_class_6,0.9986750483512878,0.9986750483512878,0.9986750483512878,0.9977708084625192
386,/home/yaxin/datasets/TacAct-original/10_7_R_15.xlsx,10,7,80,178.95452880859375,3.015637159347534,749.75,920.0,0.48637855052948,6,6,correct_class_6,0.9875507950782776,0.9875507950782776,0.9875507950782776,0.9773191120475531
387,/home/yaxin/datasets/TacAct-original/10_7_R_16.xlsx,10,7,80,186.82066345214844,3.3703103065490723,756.4749755859375,933.0,0.5171321034431458,6,3,class_6_to_3_error,0.9920302629470824,0.0078914370387792,0.9920302629470824,0.9841388259083033
388,/home/yaxin/datasets/TacAct-original/10_7_R_17.xlsx,10,7,80,158.0,3.200230836868286,758.4000244140625,927.0,0.484223335981369,6,3,class_6_to_3_error,0.9987456798553468,0.0011841552332043,0.9987456798553468,0.9975615246221425
389,/home/yaxin/datasets/TacAct-original/10_7_R_18.xlsx,10,7,80,184.0,3.358053684234619,742.1124877929688,910.0,0.5121663212776184,6,3,class_6_to_3_error,0.9973906874656676,0.0025128319393843,0.9973906874656676,0.9948778555262833
390,/home/yaxin/datasets/TacAct-original/10_7_R_19.xlsx,10,7,80,135.0,3.3621647357940674,749.7750244140625,914.0,0.49130091071128845,6,3,class_6_to_3_error,0.9973763227462769,0.0025396277196705,0.9973763227462769,0.9948366950266063
391,/home/yaxin/datasets/TacAct-original/10_7_R_2.xlsx,10,7,80,147.0,3.301924228668213,742.2874755859375,899.0,0.5030364394187927,6,6,correct_class_6,0.9995567202568054,0.9995567202568054,0.9995567202568054,0.9993235933943653
392,/home/yaxin/datasets/TacAct-original/10_7_R_20.xlsx,10,7,80,134.24276733398438,2.802302598953247,748.1124877929688,904.0,0.468781054019928,6,3,class_6_to_3_error,0.999316930770874,0.000618212041445,0.999316930770874,0.9986987187294291
393,/home/yaxin/datasets/TacAct-original/10_7_R_3.xlsx,10,7,80,175.01278686523438,3.081855535507202,746.1624755859375,931.0,0.4838368892669678,6,3,class_6_to_3_error,0.99940025806427,0.0005508390022441,0.99940025806427,0.998849419062026
394,/home/yaxin/datasets/TacAct-original/10_7_R_4.xlsx,10,7,80,170.10513305664062,2.7996857166290283,719.5999755859375,911.0,0.4759807288646698,6,6,correct_class_6,0.9989727735519408,0.9989727735519408,0.9989727735519408,0.9984202657942659
395,/home/yaxin/datasets/TacAct-original/10_7_R_5.xlsx,10,7,80,131.2595977783203,2.5942070484161377,720.8375244140625,918.0,0.47226226329803467,6,3,class_6_to_3_error,0.9993370175361632,0.0006112693808972,0.9993370175361632,0.998725748155266
396,/home/yaxin/datasets/TacAct-original/10_7_R_6.xlsx,10,7,80,164.07449340820312,2.4000084400177,706.5999755859375,893.0,0.46653473377227783,6,6,correct_class_6,0.9995821118354796,0.9995821118354796,0.9995821118354796,0.9994227363640674
397,/home/yaxin/datasets/TacAct-original/10_7_R_7.xlsx,10,7,80,120.0,2.4807395935058594,723.8250122070312,911.0,0.45943981409072876,6,3,class_6_to_3_error,0.9992861151695251,0.0006498432485386,0.9992861151695251,0.9986362719209866
398,/home/yaxin/datasets/TacAct-original/10_7_R_8.xlsx,10,7,80,259.5360107421875,2.7767906188964844,713.9500122070312,892.0,0.4771505892276764,6,3,class_6_to_3_error,0.9995855689048768,0.0003817027318291,0.9995855689048768,0.9992038661730477
399,/home/yaxin/datasets/TacAct-original/10_7_R_9.xlsx,10,7,80,132.4534149169922,2.2847163677215576,723.8875122070312,899.0,0.4524478316307068,6,3,class_6_to_3_error,0.999398112297058,0.0005519433761946,0.999398112297058,0.9988461689208634
3120,/home/yaxin/datasets/TacAct-original/16_4_L_1.xlsx,16,4,80,274.1378173828125,5.225869178771973,759.0999755859375,911.0,0.6520142555236816,3,3,correct_class_3,0.9996728897094728,0.9996728897094728,0.9996728897094728,0.9993756840704011
3121,/home/yaxin/datasets/TacAct-original/16_4_L_10.xlsx,16,4,80,300.7054748535156,5.440793037414551,772.5374755859375,941.0,0.6952186226844788,3,3,correct_class_3,0.999019980430603,0.999019980430603,0.999019980430603,0.9983945512212813
3122,/home/yaxin/datasets/TacAct-original/16_4_L_11.xlsx,16,4,80,294.0,6.299383640289307,759.3875122070312,913.0,0.718967080116272,3,3,correct_class_3,0.9995707869529724,0.9995707869529724,0.9995707869529724,0.9991671023890376
3123,/home/yaxin/datasets/TacAct-original/16_4_L_12.xlsx,16,4,80,234.58642578125,6.007415771484375,770.4874877929688,919.0,0.6911607384681702,3,3,correct_class_3,0.9989938139915466,0.9989938139915466,0.9989938139915466,0.9980298514128664
3124,/home/yaxin/datasets/TacAct-original/16_4_L_13.xlsx,16,4,80,299.0,5.879608631134033,771.1875,931.0,0.7222471237182617,3,3,correct_class_3,0.9977935552597046,0.9977935552597046,0.9977935552597046,0.9956627886276693
3125,/home/yaxin/datasets/TacAct-original/16_4_L_14.xlsx,16,4,80,287.0,5.9639153480529785,780.4874877929688,948.0,0.7342901229858398,3,3,correct_class_3,0.9996731281280518,0.9996731281280518,0.9996731281280518,0.9993686157104095
3126,/home/yaxin/datasets/TacAct-original/16_4_L_15.xlsx,16,4,80,300.0,6.5713348388671875,778.8875122070312,946.0,0.7592083215713501,3,3,correct_class_3,0.9996631145477296,0.9996631145477296,0.9996631145477296,0.9993523486191408
3127,/home/yaxin/datasets/TacAct-original/16_4_L_16.xlsx,16,4,80,293.9967346191406,6.387485980987549,749.6875,919.0,0.7350513935089111,3,3,correct_class_3,0.99956077337265,0.99956077337265,0.99956077337265,0.9991457985015585
3128,/home/yaxin/datasets/TacAct-original/16_4_L_17.xlsx,16,4,80,247.783203125,5.666337013244629,762.8250122070312,907.0,0.6955923438072205,3,3,correct_class_3,0.999503254890442,0.999503254890442,0.999503254890442,0.9990344662219288
3129,/home/yaxin/datasets/TacAct-original/16_4_L_18.xlsx,16,4,80,298.0,5.737148284912109,783.1124877929688,926.0,0.7011740207672119,3,3,correct_class_3,0.9992386102676392,0.9992386102676392,0.9992386102676392,0.9985261210240425
3130,/home/yaxin/datasets/TacAct-original/16_4_L_19.xlsx,16,4,80,323.1770324707031,6.479432106018066,770.4749755859375,966.0,0.8016518354415894,3,3,correct_class_3,0.9996355772018432,0.9996355772018432,0.9996355772018432,0.9992948078142945
3131,/home/yaxin/datasets/TacAct-original/16_4_L_2.xlsx,16,4,80,370.6915283203125,5.883290767669678,763.3875122070312,901.0,0.7902340888977051,3,3,correct_class_3,0.9996844530105592,0.9996844530105592,0.9996844530105592,0.9993911678029692
3132,/home/yaxin/datasets/TacAct-original/16_4_L_20.xlsx,16,4,80,349.98638916015625,6.553555488586426,778.6624755859375,946.0,0.7586366534233093,3,3,correct_class_3,0.9996217489242554,0.9996217489242554,0.9996217489242554,0.9992708876670805
3133,/home/yaxin/datasets/TacAct-original/16_4_L_3.xlsx,16,4,80,294.9344787597656,5.594457149505615,781.6375122070312,940.0,0.6986557245254517,3,3,correct_class_3,0.9985570311546326,0.9985570311546326,0.9985570311546326,0.9971787669928744
3134,/home/yaxin/datasets/TacAct-original/16_4_L_4.xlsx,16,4,80,306.2723693847656,6.1863579750061035,785.375,942.0,0.7370544672012329,3,3,correct_class_3,0.9997377991676332,0.9997377991676332,0.9997377991676332,0.9994948794774247
3135,/home/yaxin/datasets/TacAct-original/16_4_L_5.xlsx,16,4,80,298.0,6.568896293640137,786.0374755859375,964.0,0.7585199475288391,3,3,correct_class_3,0.9996088147163392,0.9996088147163392,0.9996088147163392,0.9992438889457846
3136,/home/yaxin/datasets/TacAct-original/16_4_L_6.xlsx,16,4,80,267.0,5.970860481262207,745.9375,877.0,0.6991429328918457,3,6,class_3_to_6_error,0.9998291730880736,9.343165584141389e-05,0.9998291730880736,0.9997357414322322
3137,/home/yaxin/datasets/TacAct-original/16_4_L_7.xlsx,16,4,80,274.0,6.545940399169922,774.3375244140625,923.0,0.7429764270782471,3,3,correct_class_3,0.9989179372787476,0.9989179372787476,0.9989179372787476,0.997868006466888
3138,/home/yaxin/datasets/TacAct-original/16_4_L_8.xlsx,16,4,80,316.2162780761719,5.989621162414551,776.9375,962.0,0.7283756136894226,3,3,correct_class_3,0.9721483588218688,0.9721483588218688,0.9721483588218688,0.9444792307913303
3139,/home/yaxin/datasets/TacAct-original/16_4_L_9.xlsx,16,4,80,316.0,6.421485900878906,802.0499877929688,959.0,0.7706827521324158,3,3,correct_class_3,0.9996672868728638,0.9996672868728638,0.9996672868728638,0.9993604611081538
3140,/home/yaxin/datasets/TacAct-original/16_4_R_1.xlsx,16,4,80,312.2387390136719,5.7174811363220215,785.7125244140625,950.0,0.7008431553840637,3,3,correct_class_3,0.9995712637901306,0.9995712637901306,0.9995712637901306,0.999184437969234
3141,/home/yaxin/datasets/TacAct-original/16_4_R_10.xlsx,16,4,80,266.0,5.193582057952881,764.0625,912.0,0.7326555252075195,3,3,correct_class_3,0.9912139773368835,0.9912139773368835,0.9912139773368835,0.9825785504654051
3142,/home/yaxin/datasets/TacAct-original/16_4_R_11.xlsx,16,4,80,328.14898681640625,5.744781017303467,770.8250122070312,939.0,0.7363205552101135,3,3,correct_class_3,0.9993044137954712,0.9993044137954712,0.9993044137954712,0.998662579630036
3143,/home/yaxin/datasets/TacAct-original/16_4_R_12.xlsx,16,4,80,332.74658203125,5.464427947998047,791.3499755859375,952.0,0.73184734582901,3,3,correct_class_3,0.9993613362312316,0.9993613362312316,0.9993613362312316,0.998803048627451
3144,/home/yaxin/datasets/TacAct-original/16_4_R_13.xlsx,16,4,80,228.0,4.976973533630371,759.3875122070312,899.0,0.8416253328323364,3,3,correct_class_3,0.9908740520477296,0.9908740520477296,0.9908740520477296,0.9818715862929823
3145,/home/yaxin/datasets/TacAct-original/16_4_R_14.xlsx,16,4,80,312.2387390136719,6.116368770599365,756.4375,898.0,0.8052543997764587,3,3,correct_class_3,0.999455988407135,0.999455988407135,0.999455988407135,0.9989608964533545
3146,/home/yaxin/datasets/TacAct-original/16_4_R_15.xlsx,16,4,80,312.0,6.1978044509887695,762.9124755859375,908.0,0.7918328642845154,3,3,correct_class_3,0.999298930168152,0.999298930168152,0.999298930168152,0.9986648971098476
3147,/home/yaxin/datasets/TacAct-original/16_4_R_16.xlsx,16,4,80,380.3143615722656,5.657639503479004,755.5499877929688,910.0,0.7425944805145264,3,3,correct_class_3,0.9917520880699158,0.9917520880699158,0.9917520880699158,0.9837675299495459
3148,/home/yaxin/datasets/TacAct-original/16_4_R_17.xlsx,16,4,80,289.599853515625,6.615820407867432,776.3250122070312,949.0,0.8083763718605042,3,3,correct_class_3,0.9995588660240172,0.9995588660240172,0.9995588660240172,0.9991608053969684
3149,/home/yaxin/datasets/TacAct-original/16_4_R_18.xlsx,16,4,80,325.4612731933594,6.2346954345703125,780.6375122070312,956.0,0.7895285487174988,3,3,correct_class_3,0.999554455280304,0.999554455280304,0.999554455280304,0.9991626898990944
3150,/home/yaxin/datasets/TacAct-original/16_4_R_19.xlsx,16,4,80,295.3340759277344,5.600920677185059,766.4249877929688,919.0,0.7440748810768127,3,3,correct_class_3,0.9995071887969972,0.9995071887969972,0.9995071887969972,0.9990609288506677
3151,/home/yaxin/datasets/TacAct-original/16_4_R_2.xlsx,16,4,80,317.0,4.941494941711426,748.7999877929688,898.0,0.7215390801429749,3,3,correct_class_3,0.999424695968628,0.999424695968628,0.999424695968628,0.9989084086264486
