sample_id,file_path,subject_id,gesture,active_length,max_abs_delta,mean_abs_delta,active_area_mean,active_area_max,motion_energy,true_label,pred_label,correct,top1_confidence,true_class_probability,pred_class_probability,probability_margin
13,/home/yaxin/datasets/TacAct-original/10_10_L_3.xlsx,10,10,80,73.4778060913086,0.6139104962348938,654.5875244140625,869.0,0.4484052062034607,9,9,1,0.9999258518218994,0.9999258518218994,0.9999258518218994,0.9998770121783309
14,/home/yaxin/datasets/TacAct-original/10_10_L_4.xlsx,10,10,80,146.5219268798828,0.721341609954834,666.0999755859375,883.0,0.510308563709259,9,9,1,0.9999914169311525,0.9999914169311525,0.9999914169311525,0.9999866333332649
15,/home/yaxin/datasets/TacAct-original/10_10_L_5.xlsx,10,10,80,123.31966400146484,0.543533205986023,651.8875122070312,852.0,0.43391793966293335,9,9,1,0.9999871253967284,0.9999871253967284,0.9999871253967284,0.9999802147990521
16,/home/yaxin/datasets/TacAct-original/10_10_L_6.xlsx,10,10,80,75.95184326171875,0.5198847055435181,650.3125,854.0,0.4082489609718323,9,9,1,0.999987006187439,0.999987006187439,0.999987006187439,0.9999816520530658
17,/home/yaxin/datasets/TacAct-original/10_10_L_7.xlsx,10,10,80,65.99152374267578,0.4545508921146393,632.7249755859375,790.0,0.3725762963294983,9,9,1,0.8358590006828308,0.8358590006828308,0.8358590006828308,0.7200874984264374
18,/home/yaxin/datasets/TacAct-original/10_10_L_8.xlsx,10,10,80,113.61882781982422,0.5598269701004028,648.375,828.0,0.45007145404815674,9,9,1,0.999986171722412,0.999986171722412,0.999986171722412,0.9999797985656186
19,/home/yaxin/datasets/TacAct-original/10_10_L_9.xlsx,10,10,80,147.78990173339844,0.5687202215194702,656.6624755859375,879.0,0.45879486203193665,9,9,1,0.9999871253967284,0.9999871253967284,0.9999871253967284,0.999980645551659
20,/home/yaxin/datasets/TacAct-original/10_10_R_1.xlsx,10,10,80,99.5817642211914,0.6427131295204163,662.0499877929688,846.0,0.46228277683258057,9,9,1,0.9992954730987548,0.9992954730987548,0.9992954730987548,0.9989340165629983
21,/home/yaxin/datasets/TacAct-original/10_10_R_10.xlsx,10,10,80,161.4578094482422,0.8199888467788696,680.2874755859375,908.0,0.5588231682777405,9,9,1,0.9999597072601318,0.9999597072601318,0.9999597072601318,0.99993694904515
22,/home/yaxin/datasets/TacAct-original/10_10_R_11.xlsx,10,10,80,75.52972412109375,0.6040312051773071,674.3624877929688,888.0,0.441694438457489,9,9,1,0.99996817111969,0.99996817111969,0.99996817111969,0.9999503324579565
23,/home/yaxin/datasets/TacAct-original/10_10_R_12.xlsx,10,10,80,130.51979064941406,0.6888675689697266,667.0625,877.0,0.5641788244247437,9,9,1,0.9999833106994628,0.9999833106994628,0.9999833106994628,0.9999754829004813
24,/home/yaxin/datasets/TacAct-original/10_10_R_13.xlsx,10,10,80,155.97496032714844,0.6527621150016785,656.875,858.0,0.4961715042591095,9,9,1,0.9999898672103882,0.9999898672103882,0.9999898672103882,0.9999844385597498
25,/home/yaxin/datasets/TacAct-original/10_10_R_14.xlsx,10,10,80,69.81193542480469,0.6226638555526733,666.9500122070312,871.0,0.4513745903968811,9,9,1,0.9996559619903564,0.9996559619903564,0.9996559619903564,0.9994207212585026
26,/home/yaxin/datasets/TacAct-original/10_10_R_15.xlsx,10,10,80,161.0,0.7435999512672424,675.8125,880.0,0.5425794720649719,9,9,1,0.9999769926071168,0.9999769926071168,0.9999769926071168,0.9999683286896471
27,/home/yaxin/datasets/TacAct-original/10_10_R_16.xlsx,10,10,80,109.34744262695312,0.5715686678886414,660.5374755859375,846.0,0.42463114857673645,9,9,1,0.9999779462814332,0.9999779462814332,0.9999779462814332,0.9999695278684159
28,/home/yaxin/datasets/TacAct-original/10_10_R_17.xlsx,10,10,80,72.65664672851562,0.5303835868835449,661.5125122070312,814.0,0.38786059617996216,9,9,1,0.9999427795410156,0.9999427795410156,0.9999427795410156,0.9999184497228271
29,/home/yaxin/datasets/TacAct-original/10_10_R_18.xlsx,10,10,80,65.99152374267578,0.47431811690330505,643.0499877929688,802.0,0.3797566294670105,9,9,1,0.9999788999557496,0.9999788999557496,0.9999788999557496,0.9999700369298808
30,/home/yaxin/datasets/TacAct-original/10_10_R_19.xlsx,10,10,80,111.54573059082031,0.6175327301025391,653.7374877929688,834.0,0.4572097063064575,9,9,1,0.999990463256836,0.999990463256836,0.999990463256836,0.999984710460467
31,/home/yaxin/datasets/TacAct-original/10_10_R_2.xlsx,10,10,80,143.0,0.8735179901123047,679.2750244140625,934.0,0.5559594631195068,9,9,1,0.9997262358665466,0.9997262358665466,0.9997262358665466,0.9996304666929063
32,/home/yaxin/datasets/TacAct-original/10_10_R_20.xlsx,10,10,80,92.41283416748047,0.5139461755752563,649.3250122070312,826.0,0.4115700125694275,9,9,1,0.9999816417694092,0.9999816417694092,0.9999816417694092,0.9999756364190944
33,/home/yaxin/datasets/TacAct-original/10_10_R_3.xlsx,10,10,80,73.4778060913086,0.6139104962348938,654.5875244140625,869.0,0.4484052062034607,9,9,1,0.9999258518218994,0.9999258518218994,0.9999258518218994,0.9998770121783309
34,/home/yaxin/datasets/TacAct-original/10_10_R_4.xlsx,10,10,80,148.8892364501953,0.7277811169624329,667.3375244140625,882.0,0.5121336579322815,9,9,1,0.9999871253967284,0.9999871253967284,0.9999871253967284,0.999980962178597
35,/home/yaxin/datasets/TacAct-original/10_10_R_5.xlsx,10,10,80,123.31966400146484,0.543533205986023,651.8875122070312,852.0,0.43391793966293335,9,9,1,0.9999871253967284,0.9999871253967284,0.9999871253967284,0.9999802147990521
36,/home/yaxin/datasets/TacAct-original/10_10_R_6.xlsx,10,10,80,75.95184326171875,0.5061097741127014,646.9375,849.0,0.4065262973308563,9,9,1,0.9999462366104126,0.9999462366104126,0.9999462366104126,0.9999149297109398
37,/home/yaxin/datasets/TacAct-original/10_10_R_7.xlsx,10,10,80,70.23503875732422,0.46907609701156616,640.9874877929688,782.0,0.3787269592285156,9,9,1,0.9612662196159364,0.9612662196159364,0.9612662196159364,0.933829065412283
38,/home/yaxin/datasets/TacAct-original/10_10_R_8.xlsx,10,10,80,107.80261993408203,0.5280850529670715,635.9249877929688,847.0,0.43824824690818787,9,9,1,0.9999854564666748,0.9999854564666748,0.9999854564666748,0.9999789215498822
39,/home/yaxin/datasets/TacAct-original/10_10_R_9.xlsx,10,10,80,147.78990173339844,0.5687202215194702,656.6624755859375,879.0,0.45879486203193665,9,9,1,0.9999871253967284,0.9999871253967284,0.9999871253967284,0.999980645551659
40,/home/yaxin/datasets/TacAct-original/10_11_L_1.xlsx,10,11,80,70.93262481689453,0.49383121728897095,640.8875122070312,826.0,0.2371266931295395,10,10,1,0.9980789422988892,0.9980789422988892,0.9980789422988892,0.9964397600851954
41,/home/yaxin/datasets/TacAct-original/10_11_L_10.xlsx,10,11,80,78.55687713623047,0.47633790969848633,633.8875122070312,801.0,0.25924256443977356,10,10,1,0.990702509880066,0.990702509880066,0.990702509880066,0.9822382023558023
42,/home/yaxin/datasets/TacAct-original/10_11_L_11.xlsx,10,11,80,121.0,0.4706164300441742,648.0750122070312,833.0,0.22026921808719635,10,7,0,0.9889926314353944,0.0054996716789901,0.9889926314353944,0.9834929597564043
43,/home/yaxin/datasets/TacAct-original/10_11_L_12.xlsx,10,11,80,74.0,0.502414345741272,652.875,807.0,0.255985826253891,10,10,1,0.9905127882957458,0.9905127882957458,0.9905127882957458,0.9818061087280513
44,/home/yaxin/datasets/TacAct-original/10_11_L_13.xlsx,10,11,80,97.0,0.4912419319152832,632.4749755859375,773.0,0.2555733919143677,10,10,1,0.9694339632987976,0.9694339632987976,0.9694339632987976,0.9404693581163884
45,/home/yaxin/datasets/TacAct-original/10_11_L_14.xlsx,10,11,80,146.0,0.4366895258426666,635.25,795.0,0.23229727149009705,10,10,1,0.9718791842460632,0.9718791842460632,0.9718791842460632,0.9459081869572401
46,/home/yaxin/datasets/TacAct-original/10_11_L_15.xlsx,10,11,80,81.0,0.4797058701515198,637.9500122070312,824.0,0.24564218521118164,10,10,1,0.984546720981598,0.984546720981598,0.984546720981598,0.9701680801808836
47,/home/yaxin/datasets/TacAct-original/10_11_L_16.xlsx,10,11,80,103.0,0.5216463804244995,643.1875,790.0,0.25744450092315674,10,7,0,0.9911324381828308,0.004618068691343,0.9911324381828308,0.9865143694914879
48,/home/yaxin/datasets/TacAct-original/10_11_L_17.xlsx,10,11,80,69.0,0.49126750230789185,638.7374877929688,809.0,0.24316191673278809,10,10,1,0.9768665432929992,0.9768665432929992,0.9768665432929992,0.9550571665167807
49,/home/yaxin/datasets/TacAct-original/10_11_L_18.xlsx,10,11,80,136.0,0.46561384201049805,634.6624755859375,823.0,0.24089069664478302,10,10,1,0.9824661016464232,0.9824661016464232,0.9824661016464232,0.9663637224584817
50,/home/yaxin/datasets/TacAct-original/10_11_L_19.xlsx,10,11,80,90.48957061767578,0.5041582584381104,642.7249755859375,781.0,0.2654514014720917,10,10,1,0.982654869556427,0.982654869556427,0.982654869556427,0.9664126969873906
51,/home/yaxin/datasets/TacAct-original/10_11_L_2.xlsx,10,11,80,85.0,0.5182746052742004,639.0875244140625,815.0,0.2692277133464813,10,10,1,0.9934321045875548,0.9934321045875548,0.9934321045875548,0.9874769300222396
52,/home/yaxin/datasets/TacAct-original/10_11_L_20.xlsx,10,11,80,65.0,0.4787551760673523,640.0,806.0,0.23859596252441406,10,7,0,0.9955105781555176,0.0018569510430097,0.9955105781555176,0.9935603970661759
53,/home/yaxin/datasets/TacAct-original/10_11_L_3.xlsx,10,11,80,80.0,0.5068336725234985,650.5,807.0,0.24365468323230743,10,7,0,0.9909499287605286,0.0051892134360969,0.9909499287605286,0.9857607153244317
54,/home/yaxin/datasets/TacAct-original/10_11_L_4.xlsx,10,11,80,55.0,0.481219619512558,644.7249755859375,810.0,0.22746510803699493,10,10,1,0.9803462028503418,0.9803462028503418,0.9803462028503418,0.9622600339353085
55,/home/yaxin/datasets/TacAct-original/10_11_L_5.xlsx,10,11,80,90.0,0.4938337802886963,649.6749877929688,808.0,0.2419404685497284,10,10,1,0.9782848954200744,0.9782848954200744,0.9782848954200744,0.9582493472844361
56,/home/yaxin/datasets/TacAct-original/10_11_L_6.xlsx,10,11,80,120.0,0.4993487000465393,648.7000122070312,826.0,0.2538657784461975,10,10,1,0.9793832898139954,0.9793832898139954,0.9793832898139954,0.9602448195219041
57,/home/yaxin/datasets/TacAct-original/10_11_L_7.xlsx,10,11,80,61.0,0.49795231223106384,655.75,832.0,0.24467375874519348,10,10,1,0.9842222332954408,0.9842222332954408,0.9842222332954408,0.9695595325902105
58,/home/yaxin/datasets/TacAct-original/10_11_L_8.xlsx,10,11,80,80.0,0.48930469155311584,641.5,812.0,0.2507392168045044,10,10,1,0.9778659343719482,0.9778659343719482,0.9778659343719482,0.9570561423897743
59,/home/yaxin/datasets/TacAct-original/10_11_L_9.xlsx,10,11,80,68.0,0.4875538945198059,642.625,808.0,0.2421470284461975,10,10,1,0.9742417335510254,0.9742417335510254,0.9742417335510254,0.949923649430275
60,/home/yaxin/datasets/TacAct-original/10_11_R_1.xlsx,10,11,80,64.0,0.45868197083473206,636.0750122070312,827.0,0.21074476838111877,10,10,1,0.998813271522522,0.998813271522522,0.998813271522522,0.9978464074083605
61,/home/yaxin/datasets/TacAct-original/10_11_R_10.xlsx,10,11,80,84.52322387695312,0.4820902943611145,629.2999877929688,812.0,0.22879591584205627,10,10,1,0.9927666187286376,0.9927666187286376,0.9927666187286376,0.9863558947108686
62,/home/yaxin/datasets/TacAct-original/10_11_R_11.xlsx,10,11,80,108.0,0.47559958696365356,638.5250244140625,806.0,0.23124612867832184,10,10,1,0.9881767630577089,0.9881767630577089,0.9881767630577089,0.9772916631773115
63,/home/yaxin/datasets/TacAct-original/10_11_R_12.xlsx,10,11,80,81.0,0.45522040128707886,635.4124755859375,812.0,0.21747760474681854,10,10,1,0.9975910186767578,0.9975910186767578,0.9975910186767578,0.9955251093488187
64,/home/yaxin/datasets/TacAct-original/10_11_R_13.xlsx,10,11,80,111.109130859375,0.5012850165367126,646.0,850.0,0.23851071298122406,10,10,1,0.993281364440918,0.993281364440918,0.993281364440918,0.9873982411809266
65,/home/yaxin/datasets/TacAct-original/10_11_R_14.xlsx,10,11,80,89.49517822265625,0.5117100477218628,649.9124755859375,840.0,0.23943932354450226,10,10,1,0.9840275049209596,0.9840275049209596,0.9840275049209596,0.9692090461030604
66,/home/yaxin/datasets/TacAct-original/10_11_R_15.xlsx,10,11,80,107.17606353759766,0.5022887587547302,640.0374755859375,816.0,0.2332010418176651,10,10,1,0.9889698028564452,0.9889698028564452,0.9889698028564452,0.9788781218230724
67,/home/yaxin/datasets/TacAct-original/10_11_R_16.xlsx,10,11,80,78.0,0.5217848420143127,662.0250244140625,840.0,0.24756264686584473,10,10,1,0.9806280136108398,0.9806280136108398,0.9806280136108398,0.962570333853364
68,/home/yaxin/datasets/TacAct-original/10_11_R_17.xlsx,10,11,80,69.0,0.535025417804718,642.3624877929688,822.0,0.2562769651412964,10,10,1,0.996135115623474,0.996135115623474,0.996135115623474,0.9927591402083635
69,/home/yaxin/datasets/TacAct-original/10_11_R_18.xlsx,10,11,80,84.0,0.4880782663822174,640.5499877929688,807.0,0.2281232476234436,10,10,1,0.9668813943862916,0.9668813943862916,0.9668813943862916,0.9358551204204562
70,/home/yaxin/datasets/TacAct-original/10_11_R_19.xlsx,10,11,80,68.82866668701172,0.5271213054656982,639.1624755859375,806.0,0.25531888008117676,10,10,1,0.9811128377914428,0.9811128377914428,0.9811128377914428,0.9638509824872017
71,/home/yaxin/datasets/TacAct-original/10_11_R_2.xlsx,10,11,80,76.37825012207031,0.4816836416721344,645.2374877929688,819.0,0.23016777634620667,10,10,1,0.9970027804374696,0.9970027804374696,0.9970027804374696,0.9944125204347076
72,/home/yaxin/datasets/TacAct-original/10_11_R_20.xlsx,10,11,80,102.0,0.5289310216903687,628.25,783.0,0.25143909454345703,10,10,1,0.9318733215332032,0.9318733215332032,0.9318733215332032,0.8664351552724839
73,/home/yaxin/datasets/TacAct-original/10_11_R_3.xlsx,10,11,80,70.0,0.4773731231689453,651.2750244140625,851.0,0.2304118424654007,10,10,1,0.9956728219985962,0.9956728219985962,0.9956728219985962,0.9918813249096274
74,/home/yaxin/datasets/TacAct-original/10_11_R_4.xlsx,10,11,80,98.0,0.46646648645401,638.5875244140625,809.0,0.22814245522022247,10,10,1,0.9753620624542236,0.9753620624542236,0.9753620624542236,0.9522803090512754
75,/home/yaxin/datasets/TacAct-original/10_11_R_5.xlsx,10,11,80,47.0,0.4387611448764801,630.2374877929688,803.0,0.21084792912006378,10,10,1,0.9955946803092957,0.9955946803092957,0.9955946803092957,0.9916758951731026
76,/home/yaxin/datasets/TacAct-original/10_11_R_6.xlsx,10,11,80,90.0,0.5239713191986084,643.4749755859375,836.0,0.23819507658481598,10,10,1,0.9886504411697388,0.9886504411697388,0.9886504411697388,0.9782978054136039
77,/home/yaxin/datasets/TacAct-original/10_11_R_7.xlsx,10,11,80,116.01759338378906,0.4852351248264313,639.0,781.0,0.23079203069210052,10,10,1,0.9878031611442566,0.9878031611442566,0.9878031611442566,0.9766972186043859
78,/home/yaxin/datasets/TacAct-original/10_11_R_8.xlsx,10,11,80,83.0,0.4790809750556946,637.625,811.0,0.22264514863491058,10,10,1,0.9950560331344604,0.9950560331344604,0.9950560331344604,0.9906858187168838
79,/home/yaxin/datasets/TacAct-original/10_11_R_9.xlsx,10,11,80,92.42706298828125,0.4630075991153717,624.0250244140625,828.0,0.21897897124290466,10,10,1,0.994987726211548,0.994987726211548,0.994987726211548,0.9905991232953968
80,/home/yaxin/datasets/TacAct-original/10_12_L_1.xlsx,10,12,80,198.19671630859375,1.6249072551727295,746.4000244140625,895.0,1.074355125427246,11,11,1,0.9999804496765136,0.9999804496765136,0.9999804496765136,0.9999719794932388
81,/home/yaxin/datasets/TacAct-original/10_12_L_10.xlsx,10,12,80,208.45252990722656,1.6220611333847046,743.1500244140625,925.0,1.0654281377792358,11,11,1,0.9999639987945556,0.9999639987945556,0.9999639987945556,0.9999499561672563
82,/home/yaxin/datasets/TacAct-original/10_12_L_11.xlsx,10,12,80,118.33251190185547,1.913995385169983,755.6624755859375,916.0,1.1472289562225342,11,11,1,0.9999258518218994,0.9999258518218994,0.9999258518218994,0.9998916337463015
83,/home/yaxin/datasets/TacAct-original/10_12_L_12.xlsx,10,12,80,448.1706237792969,2.248188018798828,770.5499877929688,920.0,1.154699444770813,11,11,1,0.99991774559021,0.99991774559021,0.99991774559021,0.9998862166357867
84,/home/yaxin/datasets/TacAct-original/10_12_L_13.xlsx,10,12,80,161.0,1.8919248580932617,748.0250244140625,904.0,1.1422789096832275,11,11,1,0.9997994303703308,0.9997994303703308,0.9997994303703308,0.9997207413398428
85,/home/yaxin/datasets/TacAct-original/10_12_L_14.xlsx,10,12,80,176.8284149169922,1.773092269897461,754.7750244140625,914.0,1.1362431049346924,11,11,1,0.9999618530273438,0.9999618530273438,0.9999618530273438,0.9999441951276822
86,/home/yaxin/datasets/TacAct-original/10_12_L_15.xlsx,10,12,80,200.82020568847656,2.0595264434814453,765.0374755859375,923.0,1.177075982093811,11,11,1,0.9997432827949524,0.9997432827949524,0.9997432827949524,0.9996627234722837
87,/home/yaxin/datasets/TacAct-original/10_12_L_16.xlsx,10,12,80,161.7039337158203,2.0087051391601562,757.4874877929688,912.0,1.1715222597122192,11,11,1,0.9999227523803712,0.9999227523803712,0.9999227523803712,0.9998834166108282
88,/home/yaxin/datasets/TacAct-original/10_12_L_17.xlsx,10,12,80,805.4566040039062,1.8564014434814453,747.2999877929688,880.0,0.9967707395553589,11,11,1,0.998869240283966,0.998869240283966,0.998869240283966,0.997916591062676
89,/home/yaxin/datasets/TacAct-original/10_12_L_18.xlsx,10,12,80,692.8185424804688,1.6933666467666626,739.1500244140625,892.0,1.04228937625885,11,11,1,0.9997429251670836,0.9997429251670836,0.9997429251670836,0.9996009752794635
90,/home/yaxin/datasets/TacAct-original/10_12_L_19.xlsx,10,12,80,806.4509887695312,1.6689660549163818,730.1749877929688,868.0,1.0002727508544922,11,11,1,0.9998026490211488,0.9998026490211488,0.9998026490211488,0.9997020057271586
91,/home/yaxin/datasets/TacAct-original/10_12_L_2.xlsx,10,12,80,746.2982788085938,1.7011868953704834,750.6624755859375,909.0,1.0190743207931519,11,11,1,0.999970316886902,0.999970316886902,0.999970316886902,0.9999597515761708
92,/home/yaxin/datasets/TacAct-original/10_12_L_20.xlsx,10,12,80,159.00198364257812,1.8332786560058594,737.7374877929688,875.0,1.0446103811264038,11,11,1,0.9997004270553588,0.9997004270553588,0.9997004270553588,0.9995675707032204
93,/home/yaxin/datasets/TacAct-original/10_12_L_3.xlsx,10,12,80,765.6952514648438,1.749953269958496,751.8875122070312,913.0,1.0533714294433594,11,11,1,0.9999840259552002,0.9999840259552002,0.9999840259552002,0.999977097138526
94,/home/yaxin/datasets/TacAct-original/10_12_L_4.xlsx,10,12,80,164.0,1.535372018814087,744.0499877929688,887.0,1.0566611289978027,11,11,1,0.9999876022338868,0.9999876022338868,0.9999876022338868,0.9999825613413124
95,/home/yaxin/datasets/TacAct-original/10_12_L_5.xlsx,10,12,80,209.29783630371094,1.9364322423934937,748.2125244140625,911.0,1.1472259759902954,11,11,1,0.9999079704284668,0.9999079704284668,0.9999079704284668,0.9998705898178741
96,/home/yaxin/datasets/TacAct-original/10_12_L_6.xlsx,10,12,80,766.6405639648438,1.9133784770965576,749.3250122070312,912.0,1.1215107440948486,11,11,1,0.9999533891677856,0.9999533891677856,0.9999533891677856,0.9999344300413213
97,/home/yaxin/datasets/TacAct-original/10_12_L_7.xlsx,10,12,80,812.0,1.9814685583114624,753.4124755859375,911.0,1.2235304117202759,11,11,1,0.9997219443321228,0.9997219443321228,0.9997219443321228,0.9996200366294943
98,/home/yaxin/datasets/TacAct-original/10_12_L_8.xlsx,10,12,80,124.72442626953125,2.0176737308502197,760.2874755859375,918.0,1.1266112327575684,11,11,1,0.9999208450317384,0.9999208450317384,0.9999208450317384,0.9998854806472083
99,/home/yaxin/datasets/TacAct-original/10_12_L_9.xlsx,10,12,80,150.8228759765625,1.822605848312378,760.5,911.0,1.1395132541656494,11,11,1,0.9999558925628662,0.9999558925628662,0.9999558925628662,0.9999365209914686
100,/home/yaxin/datasets/TacAct-original/10_12_R_1.xlsx,10,12,80,127.61935424804688,1.1923633813858032,731.8375244140625,890.0,0.7927221059799194,11,11,1,0.9999920129776,0.9999920129776,0.9999920129776,0.9999877167088015
101,/home/yaxin/datasets/TacAct-original/10_12_R_10.xlsx,10,12,80,106.34945678710938,1.3082139492034912,741.1749877929688,925.0,0.8336264491081238,11,11,1,0.999931812286377,0.999931812286377,0.999931812286377,0.999898961486906
102,/home/yaxin/datasets/TacAct-original/10_12_R_11.xlsx,10,12,80,145.72793579101562,1.455633282661438,738.4625244140625,915.0,0.8405055999755859,11,11,1,0.999951958656311,0.999951958656311,0.999951958656311,0.9999301377174561
103,/home/yaxin/datasets/TacAct-original/10_12_R_12.xlsx,10,12,80,166.16539001464844,1.9029470682144165,749.9375,930.0,1.0664921998977661,11,11,1,0.999854326248169,0.999854326248169,0.999854326248169,0.9998042039514985
104,/home/yaxin/datasets/TacAct-original/10_12_R_13.xlsx,10,12,80,168.0,1.6302502155303955,741.8624877929688,901.0,0.8982738852500916,11,11,1,0.999985933303833,0.999985933303833,0.999985933303833,0.999980410696935
105,/home/yaxin/datasets/TacAct-original/10_12_R_14.xlsx,10,12,80,111.05599975585938,1.6112182140350342,752.0125122070312,910.0,0.8928226232528687,11,11,1,0.999969482421875,0.999969482421875,0.999969482421875,0.9999574493331238
106,/home/yaxin/datasets/TacAct-original/10_12_R_15.xlsx,10,12,80,130.4517822265625,1.2940738201141357,739.0750122070312,907.0,0.8480218052864075,11,11,1,0.9999827146530152,0.9999827146530152,0.9999827146530152,0.999974169106281
107,/home/yaxin/datasets/TacAct-original/10_12_R_16.xlsx,10,12,80,161.7592315673828,1.3020943403244019,727.875,889.0,0.8068253993988037,11,11,1,0.9999901056289672,0.9999901056289672,0.9999901056289672,0.9999857754287403
108,/home/yaxin/datasets/TacAct-original/10_12_R_17.xlsx,10,12,80,161.4578094482422,1.7260711193084717,745.9749755859375,926.0,1.0106122493743896,11,11,1,0.9999710321426392,0.9999710321426392,0.9999710321426392,0.9999565378211628
109,/home/yaxin/datasets/TacAct-original/10_12_R_18.xlsx,10,12,80,140.2091064453125,1.5842251777648926,738.0499877929688,920.0,1.0052651166915894,11,11,1,0.9999796152114868,0.9999796152114868,0.9999796152114868,0.9999686632991143
110,/home/yaxin/datasets/TacAct-original/10_12_R_19.xlsx,10,12,80,133.0,1.4846670627593994,735.3375244140625,915.0,0.9079991579055786,11,11,1,0.9999685287475586,0.9999685287475586,0.9999685287475586,0.9999537674211751
111,/home/yaxin/datasets/TacAct-original/10_12_R_2.xlsx,10,12,80,123.3044662475586,1.3577587604522705,747.9375,924.0,0.8026406168937683,11,11,1,0.9999885559082032,0.9999885559082032,0.9999885559082032,0.9999842939905649
112,/home/yaxin/datasets/TacAct-original/10_12_R_20.xlsx,10,12,80,140.9556884765625,1.5383713245391846,738.2125244140625,915.0,0.9576466083526611,11,11,1,0.9999370574951172,0.9999370574951172,0.9999370574951172,0.9999121341970749
113,/home/yaxin/datasets/TacAct-original/10_12_R_3.xlsx,10,12,80,113.07566833496094,1.1585981845855713,730.4249877929688,903.0,0.7801619172096252,11,11,1,0.9999855756759644,0.9999855756759644,0.9999855756759644,0.9999772657210997
114,/home/yaxin/datasets/TacAct-original/10_12_R_4.xlsx,10,12,80,107.15019989013672,1.0271989107131958,731.7000122070312,894.0,0.6444886326789856,11,11,1,0.999991774559021,0.999991774559021,0.999991774559021,0.9999885970228206
115,/home/yaxin/datasets/TacAct-original/10_12_R_5.xlsx,10,12,80,109.2499008178711,1.3697996139526367,743.3624877929688,915.0,0.8069146275520325,11,11,1,0.9999749660491944,0.9999749660491944,0.9999749660491944,0.9999665799696232
116,/home/yaxin/datasets/TacAct-original/10_12_R_6.xlsx,10,12,80,130.6351776123047,1.454789161682129,734.3375244140625,915.0,0.8637874126434326,11,11,1,0.9999654293060304,0.9999654293060304,0.9999654293060304,0.9999546705330432
117,/home/yaxin/datasets/TacAct-original/10_12_R_7.xlsx,10,12,80,139.0,1.2081466913223267,724.6875,915.0,0.7557315826416016,11,11,1,0.999988317489624,0.999988317489624,0.999988317489624,0.9999819493195901
