model,seed,sample_id,subject_id,true_label,true_class,pred_label,pred_class,correct,top1_confidence,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,true_class_probability,pred_class_probability,probability_margin,file_path
LeNet_LSTM,43,270,10,3,class_3,6,class_6,0,0.5195122957229614,2.300915730302222e-05,6.022144225426018e-05,1.8151349649997428e-05,0.480080783367157,9.172914724331348e-05,8.68170627654763e-06,0.5195122957229614,6.386735185515136e-05,1.087680175260175e-05,1.7061423932318576e-05,3.2452877348987386e-05,8.086912566795945e-05,0.480080783367157,0.5195122957229614,0.03943151235580444,/home/yaxin/datasets/TacAct-original/10_4_R_19.xlsx
LeNet_LSTM,43,274,10,3,class_3,6,class_6,0,0.999427080154419,3.3899883419508114e-05,6.229817518033087e-05,4.263222763256636e-06,0.0001984357368201,0.0001741014566505,3.9403103073709644e-06,0.999427080154419,2.351825969526544e-06,9.316318937635517e-06,1.8231100966659144e-06,2.701583753150772e-06,7.982159149833024e-05,0.0001984357368201,0.999427080154419,0.9992286444175988,/home/yaxin/datasets/TacAct-original/10_4_R_4.xlsx
LeNet_LSTM,43,275,10,3,class_3,6,class_6,0,0.9990746974945068,5.3911659051664174e-05,2.9120903491275385e-05,6.261897397052962e-06,0.0006489942898042,0.0001126291172113,3.822855887847254e-06,0.9990746974945068,5.078773483546684e-06,7.878401447669603e-06,2.710330136324046e-06,4.210286078887293e-06,5.069813778391108e-05,0.0006489942898042,0.9990746974945068,0.9984257032047026,/home/yaxin/datasets/TacAct-original/10_4_R_5.xlsx
LeNet_LSTM,43,278,10,3,class_3,6,class_6,0,0.9993151426315308,4.2294977902201936e-05,2.0190385839669037e-05,4.601984983310103e-06,0.0004834409046452,8.282479393528774e-05,2.82119435723871e-06,0.9993151426315308,3.059371010749601e-06,5.528057045012247e-06,1.868547883532301e-06,2.589258656371385e-06,3.570453554857522e-05,0.0004834409046452,0.9993151426315308,0.9988317017268855,/home/yaxin/datasets/TacAct-original/10_4_R_8.xlsx
LeNet_LSTM,43,311,10,4,class_4,1,class_1,0,0.9984962940216064,8.897211500880076e-07,0.9984962940216064,1.868608342192601e-05,5.377782508730888e-05,0.0011726464144885,1.6454514479846694e-05,0.0002101535064866,3.4575703011796577e-06,5.615236659650691e-06,3.4811041587090585e-06,1.97041273963805e-07,1.838594653236214e-05,0.0011726464144885,0.9984962940216064,0.9973236476071179,/home/yaxin/datasets/TacAct-original/10_5_R_2.xlsx
LeNet_LSTM,43,362,10,6,class_6,3,class_3,0,0.9116961359977722,0.0001492520823376,0.0001064312309608,1.856491871876642e-05,0.9116961359977722,0.0023322673514485,4.523154711932875e-05,0.0828463360667228,0.0004982535610906,5.976534521323629e-05,0.0013312731171026,0.0001666175667196,0.0007499242783524,0.0828463360667228,0.9116961359977722,0.8288497999310495,/home/yaxin/datasets/TacAct-original/10_7_L_11.xlsx
LeNet_LSTM,43,364,10,6,class_6,3,class_3,0,0.996601939201355,9.539387519907905e-07,1.2158765457570553e-05,2.278228748764377e-06,0.996601939201355,6.511874289572006e-06,4.080192752553558e-07,0.0033238076139241,2.306648275407497e-05,7.50991375753074e-07,4.275950686860597e-06,3.634535232777125e-06,2.022205080720596e-05,0.0033238076139241,0.996601939201355,0.9932781315874308,/home/yaxin/datasets/TacAct-original/10_7_L_13.xlsx
LeNet_LSTM,43,365,10,6,class_6,9,class_9,0,0.9997430443763732,2.760323468464776e-06,5.319414412952028e-06,2.959219500553445e-07,1.4400492545973975e-05,0.0001193492644233,7.523126441810746e-06,4.39333462054492e-06,3.1157822377281263e-05,1.795796379155945e-06,0.9997430443763732,4.29819056080305e-06,6.562148337252438e-05,4.39333462054492e-06,0.9997430443763732,0.9996236951119499,/home/yaxin/datasets/TacAct-original/10_7_L_14.xlsx
LeNet_LSTM,43,367,10,6,class_6,9,class_9,0,0.999913215637207,3.289548828888656e-07,1.7338746829409502e-06,6.544048147816285e-08,3.2346738407795783e-06,1.728560710034799e-05,2.60716433331254e-06,1.1256572634010809e-06,9.268384019378573e-06,6.008774562360486e-07,0.999913215637207,1.1958973118453289e-06,4.9207705160370097e-05,1.1256572634010809e-06,0.999913215637207,0.9998640079320467,/home/yaxin/datasets/TacAct-original/10_7_L_16.xlsx
LeNet_LSTM,43,372,10,6,class_6,3,class_3,0,0.9986847043037416,1.1101346899522468e-06,1.4267190636019222e-05,2.259766688439413e-06,0.9986847043037416,1.950036130438093e-05,1.18426851258846e-06,0.0010802134638652,2.9293223633430895e-05,3.552956286512199e-06,2.8366524929879237e-05,6.9140946834522765e-06,0.0001287020277231,0.0010802134638652,0.9986847043037416,0.9976044908398763,/home/yaxin/datasets/TacAct-original/10_7_L_20.xlsx
LeNet_LSTM,43,380,10,6,class_6,3,class_3,0,0.9994235038757324,2.803076029067597e-07,6.925077741470886e-06,7.727571187388094e-07,0.9994235038757324,6.07421361564775e-06,1.9188340161235828e-07,0.0005238836747594,1.4152617040963378e-05,4.57867031400383e-07,4.980901849194197e-06,1.4735963986822751e-06,1.728406459733378e-05,0.0005238836747594,0.9994235038757324,0.998899620200973,/home/yaxin/datasets/TacAct-original/10_7_R_1.xlsx
LeNet_LSTM,43,383,10,6,class_6,3,class_3,0,0.9719988703727722,4.186077603662852e-06,3.402525544515811e-05,8.157926458807196e-06,0.9719988703727722,2.126078834407963e-05,1.7934366951521952e-06,0.02780700661242,5.530486669158563e-05,3.507740302666207e-06,1.1049322893086355e-05,1.664505725784693e-05,3.827208274742589e-05,0.02780700661242,0.9719988703727722,0.9441918637603522,/home/yaxin/datasets/TacAct-original/10_7_R_12.xlsx
LeNet_LSTM,43,384,10,6,class_6,3,class_3,0,0.9981061220169068,5.699833991457126e-07,2.5679457394289784e-05,1.5711607375124004e-06,0.9981061220169068,1.4854832443234043e-05,6.77877210364386e-07,0.0017929673194885,1.5024160347820724e-05,1.0832095540536102e-06,5.851130936207483e-06,2.3055001747707138e-06,3.3331412851111963e-05,0.0017929673194885,0.9981061220169068,0.9963131546974183,/home/yaxin/datasets/TacAct-original/10_7_R_13.xlsx
LeNet_LSTM,43,387,10,6,class_6,3,class_3,0,0.9920302629470824,6.657533049292397e-07,1.0929323252639732e-05,3.694629867823096e-06,0.9920302629470824,3.686018089865684e-06,4.109347457870172e-07,0.0078914370387792,1.8127739167539403e-05,9.770814131115912e-07,2.5282199658249738e-06,2.4059697807388147e-06,3.491081952233799e-05,0.0078914370387792,0.9920302629470824,0.9841388259083033,/home/yaxin/datasets/TacAct-original/10_7_R_16.xlsx
LeNet_LSTM,43,388,10,6,class_6,3,class_3,0,0.9987456798553468,4.756333282784908e-07,1.2784990758518688e-05,1.6893168321985286e-06,0.9987456798553468,5.904211775487056e-06,3.436774989040714e-07,0.0011841552332043,1.8396136511000805e-05,5.907689910600311e-07,5.232238436292391e-06,3.0555202101822942e-06,2.1636084056808613e-05,0.0011841552332043,0.9987456798553468,0.9975615246221425,/home/yaxin/datasets/TacAct-original/10_7_R_17.xlsx
LeNet_LSTM,43,389,10,6,class_6,3,class_3,0,0.9973906874656676,4.335419703238586e-07,7.739737156953197e-06,2.460106770740822e-06,0.9973906874656676,2.6672062176658078e-06,3.439674571836804e-07,0.0025128319393843,2.3777742171660066e-05,7.624013846907474e-07,2.4002097234188118e-06,2.1572191144514363e-06,5.371392398956232e-05,0.0025128319393843,0.9973906874656676,0.9948778555262833,/home/yaxin/datasets/TacAct-original/10_7_R_18.xlsx
LeNet_LSTM,43,390,10,6,class_6,3,class_3,0,0.9973763227462769,8.543377134628827e-07,1.641383278183639e-05,2.9958448521938408e-06,0.9973763227462769,6.453669357142644e-06,4.151149255449127e-07,0.0025396277196705,2.355261858610902e-05,8.012804642021365e-07,5.5448608691222034e-06,5.721321940654889e-06,2.122955265804194e-05,0.0025396277196705,0.9973763227462769,0.9948366950266063,/home/yaxin/datasets/TacAct-original/10_7_R_19.xlsx
LeNet_LSTM,43,392,10,6,class_6,3,class_3,0,0.999316930770874,2.409398405234242e-07,5.344936198525829e-06,9.13326630325173e-07,0.999316930770874,3.1858296551945382e-06,1.7349645986541873e-07,0.000618212041445,1.058314592228271e-05,6.535659622386447e-07,4.295084636396496e-06,1.5640868014088485e-06,3.791716517298482e-05,0.000618212041445,0.999316930770874,0.9986987187294291,/home/yaxin/datasets/TacAct-original/10_7_R_20.xlsx
LeNet_LSTM,43,393,10,6,class_6,3,class_3,0,0.99940025806427,2.65343771843618e-07,5.9196941037953366e-06,6.967760555198765e-07,0.99940025806427,5.998665983497631e-06,1.675386442911986e-07,0.0005508390022441,1.2861079085269012e-05,4.2431585711710806e-07,5.131008947500959e-06,1.5420177987834904e-06,1.5958377844071947e-05,0.0005508390022441,0.99940025806427,0.998849419062026,/home/yaxin/datasets/TacAct-original/10_7_R_3.xlsx
LeNet_LSTM,43,395,10,6,class_6,3,class_3,0,0.9993370175361632,2.659638482782612e-07,7.147215910663363e-06,8.308371661769343e-07,0.9993370175361632,5.00517808177392e-06,2.085765515857929e-07,0.0006112693808972,1.3266002497402953e-05,4.367390715742658e-07,5.086015789856901e-06,1.7168962358482531e-06,1.783781044650823e-05,0.0006112693808972,0.9993370175361632,0.998725748155266,/home/yaxin/datasets/TacAct-original/10_7_R_5.xlsx
LeNet_LSTM,43,397,10,6,class_6,3,class_3,0,0.9992861151695251,3.390890697119176e-07,9.04402713786112e-06,1.0333257023376063e-06,0.9992861151695251,6.712417871312937e-06,2.6326031843382225e-07,0.0006498432485386,1.6774749383330345e-05,5.847317652296624e-07,6.337740160233807e-06,2.0058532754774205e-06,2.091528949677013e-05,0.0006498432485386,0.9992861151695251,0.9986362719209866,/home/yaxin/datasets/TacAct-original/10_7_R_7.xlsx
LeNet_LSTM,43,398,10,6,class_6,3,class_3,0,0.9995855689048768,1.5605456837874956e-07,3.711944827955449e-06,4.80981839245942e-07,0.9995855689048768,2.760999223028193e-06,8.416296992663774e-08,0.0003817027318291,8.446176252618898e-06,2.5686804860924894e-07,2.842200728991884e-06,8.281710393021058e-07,1.305823570874054e-05,0.0003817027318291,0.9995855689048768,0.9992038661730477,/home/yaxin/datasets/TacAct-original/10_7_R_8.xlsx
LeNet_LSTM,43,399,10,6,class_6,3,class_3,0,0.999398112297058,2.2179094116836493e-07,5.035412868892308e-06,7.538062050116423e-07,0.999398112297058,3.406198629818391e-06,1.361840276103976e-07,0.0005519433761946,9.783052519196644e-06,4.9540545887794e-07,3.784630962400115e-06,1.2371720004011877e-06,2.5114428353845145e-05,0.0005519433761946,0.999398112297058,0.9988461689208634,/home/yaxin/datasets/TacAct-original/10_7_R_9.xlsx
LeNet_LSTM,43,446,10,8,class_8,10,class_10,0,0.7759563326835632,0.0022021015174686,0.0158236026763916,0.0031646685674786,0.0395983681082725,0.0062801800668239,0.0081229452043771,0.0031564985401928,0.1290218532085418,0.0017388918204233,0.0084825744852423,0.7759563326835632,0.0064519201405346,0.0017388918204233,0.7759563326835632,0.6469344794750215,/home/yaxin/datasets/TacAct-original/10_9_L_15.xlsx
LeNet_LSTM,43,464,10,8,class_8,9,class_9,0,0.9999446868896484,9.335759187933945e-08,9.790348940441618e-07,2.5454822250026158e-08,7.512451247748686e-07,6.989547728153411e-06,7.738373142274213e-07,3.6848541640210897e-07,5.067784059065161e-06,3.274615210102638e-07,0.9999446868896484,6.490407145065547e-07,3.933974585379474e-05,3.274615210102638e-07,0.9999446868896484,0.9999053471437946,/home/yaxin/datasets/TacAct-original/10_9_R_13.xlsx
LeNet_LSTM,43,467,10,8,class_8,10,class_10,0,0.8192698359489441,0.0019057150930166,0.0107432641088962,0.0030832332558929,0.0289571434259414,0.0044875633902847,0.0085830697789788,0.0020812032744288,0.1083057671785354,0.0015283497050404,0.0060465624555945,0.8192698359489441,0.0050081578083336,0.0015283497050404,0.8192698359489441,0.7109640687704086,/home/yaxin/datasets/TacAct-original/10_9_R_16.xlsx
LeNet_LSTM,43,468,10,8,class_8,7,class_7,0,0.9560967087745668,0.0002255800791317,3.6817207728745416e-05,0.0001539409859105,6.120815669419244e-05,4.366713983472437e-05,1.4965724403737111e-05,9.731244063004851e-06,0.9560967087745668,0.0326354019343853,0.0007472340948879,0.0031919481698423,0.0067827804014086,0.0326354019343853,0.9560967087745668,0.9234613068401815,/home/yaxin/datasets/TacAct-original/10_9_R_17.xlsx
LeNet_LSTM,43,3047,16,1,class_1,4,class_4,0,0.9740445613861084,0.0001040101487888,0.0243261251598596,7.267978071467951e-05,7.97233878984116e-05,0.9740445613861084,0.0001094832186936,0.001171984244138,1.1364597412466536e-05,4.1403436625842005e-05,3.256022318964824e-05,2.05830110644456e-06,4.130966772208922e-06,0.0243261251598596,0.9740445613861084,0.9497184362262489,/home/yaxin/datasets/TacAct-original/16_2_L_16.xlsx
LeNet_LSTM,43,3136,16,3,class_3,6,class_6,0,0.9998291730880736,1.6890566257643513e-05,5.879218861082336e-06,1.497288394602947e-06,9.343165584141389e-05,2.304401459696237e-05,8.193344456230989e-07,0.9998291730880736,8.667863653499808e-07,2.330725919819088e-06,6.628689561694046e-07,5.461432692754897e-07,2.481221054040361e-05,9.343165584141389e-05,0.9998291730880736,0.9997357414322322,/home/yaxin/datasets/TacAct-original/16_4_L_6.xlsx
LeNet_LSTM,43,3157,16,3,class_3,6,class_6,0,0.9988467693328856,6.929261871846393e-05,5.832920578541234e-05,6.898801530041965e-06,0.0003918434376828,0.0005357483169063,5.947898898739368e-06,0.9988467693328856,5.334708930604393e-06,1.2277397217985708e-05,3.556217961886432e-06,7.271488357218914e-06,5.6757005950203165e-05,0.0003918434376828,0.9988467693328856,0.9983110210159793,/home/yaxin/datasets/TacAct-original/16_4_R_7.xlsx
LeNet_LSTM,43,3158,16,3,class_3,6,class_6,0,0.9738808274269104,0.0001093031314667,7.93725048424676e-05,2.6741317924461327e-05,0.0240673273801803,0.0001044261662173,9.656509973865468e-06,0.9738808274269104,0.0001461484353058,6.331592885544524e-05,4.672677096095868e-05,3.077830479014665e-05,0.0014354586601257,0.0240673273801803,0.9738808274269104,0.9498135000467302,/home/yaxin/datasets/TacAct-original/16_4_R_8.xlsx
LeNet_LSTM,43,3189,16,4,class_4,0,class_0,0,0.8574415445327759,0.8574415445327759,0.0002359296922804,0.0001250856730621,5.402495662565343e-05,0.1358035206794738,4.023533256258816e-05,0.005637782625854,1.4539982657879593e-05,0.0005599910509772,4.63849282823503e-05,1.3570290320785716e-05,2.729865809669718e-05,0.1358035206794738,0.8574415445327759,0.7216380238533021,/home/yaxin/datasets/TacAct-original/16_5_R_18.xlsx
LeNet_LSTM,43,3241,16,6,class_6,3,class_3,0,0.9287100434303284,4.942127361573512e-06,3.883579120156355e-05,8.313250873470679e-06,0.9287100434303284,2.5740915589267388e-05,1.947029659277177e-06,0.0711170136928558,4.032760625705123e-05,2.953224793600384e-06,6.495257366623264e-06,8.053023520915303e-06,3.533200651872903e-05,0.0711170136928558,0.9287100434303284,0.8575930297374725,/home/yaxin/datasets/TacAct-original/16_7_L_10.xlsx
LeNet_LSTM,43,3247,16,6,class_6,3,class_3,0,0.9992870688438416,2.270060548426045e-07,7.197548711701529e-06,7.74966622429929e-07,0.9992870688438416,4.672528120863717e-06,1.923298498240911e-07,0.0006683905958198,1.1151023500133306e-05,3.995830297753855e-07,3.782712610700401e-06,1.082925450646144e-06,1.4975421436247416e-05,0.0006683905958198,0.9992870688438416,0.9986186782480218,/home/yaxin/datasets/TacAct-original/16_7_L_16.xlsx
LeNet_LSTM,43,3249,16,6,class_6,3,class_3,0,0.9991406202316284,2.337570919053178e-07,6.488050075859064e-06,8.902944159672188e-07,0.9991406202316284,3.337956513860263e-06,1.517585701549251e-07,0.0008198239374905,1.0965130968543235e-05,3.3798565368670097e-07,2.7311843950883485e-06,1.0286264569003831e-06,1.329364749835804e-05,0.0008198239374905,0.9991406202316284,0.998320796294138,/home/yaxin/datasets/TacAct-original/16_7_L_18.xlsx
LeNet_LSTM,43,3252,16,6,class_6,3,class_3,0,0.9969286322593688,3.958301704187761e-07,6.382012543326709e-06,1.8189895172326944e-06,0.9969286322593688,2.2062943116907263e-06,2.512632875095733e-07,0.002989436732605,1.5712263120803982e-05,6.95239123160718e-07,1.7228500155397342e-06,1.4054010080144508e-06,5.151228833710775e-05,0.002989436732605,0.9969286322593688,0.9939391955267638,/home/yaxin/datasets/TacAct-original/16_7_L_20.xlsx
LeNet_LSTM,43,3261,16,6,class_6,3,class_3,0,0.998310685157776,2.491685791028431e-07,4.61672652818379e-06,1.3162386949261418e-06,0.998310685157776,1.5698066135882982e-06,9.980405479836919e-08,0.0016463715583086,1.41338523462764e-05,3.682848443986586e-07,1.3878885738449751e-06,1.092762431653682e-06,1.8036385881714523e-05,0.0016463715583086,0.998310685157776,0.9966643135994674,/home/yaxin/datasets/TacAct-original/16_7_R_10.xlsx
LeNet_LSTM,43,3262,16,6,class_6,3,class_3,0,0.9995465874671936,1.4026061023741934e-07,2.7529883936949773e-06,5.090986974209954e-07,0.9995465874671936,1.9820827219518837e-06,6.47718749746673e-08,0.0004143479163758,8.212480679503642e-06,2.900344782119646e-07,2.0806564862141386e-06,7.298366995200922e-07,2.224620220658835e-05,0.0004143479163758,0.9995465874671936,0.9991322395508178,/home/yaxin/datasets/TacAct-original/16_7_R_11.xlsx
LeNet_LSTM,43,3264,16,6,class_6,3,class_3,0,0.5297185778617859,2.9174849260016344e-05,6.969123205635697e-05,2.634013981150929e-05,0.5297185778617859,5.42809248145204e-05,4.94883124702028e-06,0.469704270362854,8.78048304002732e-05,2.2672129489365037e-05,2.04282914637588e-05,3.4246306313434616e-05,0.0002276477316627,0.469704270362854,0.5297185778617859,0.060014307498931885,/home/yaxin/datasets/TacAct-original/16_7_R_13.xlsx
LeNet_LSTM,43,3265,16,6,class_6,3,class_3,0,0.9996179342269896,1.390179704685579e-07,2.961913651233772e-06,4.721549089481414e-07,0.9996179342269896,2.1767461930721765e-06,6.22654923176924e-08,0.0003484649641904,7.2323732638324145e-06,2.7000453428627225e-07,2.2867254756420152e-06,7.650993438801379e-07,1.7126743841799907e-05,0.0003484649641904,0.9996179342269896,0.9992694692627992,/home/yaxin/datasets/TacAct-original/16_7_R_14.xlsx
LeNet_LSTM,43,3266,16,6,class_6,3,class_3,0,0.9991451501846312,2.2347516903664655e-07,4.557503871183144e-06,8.978025221040298e-07,0.9991451501846312,1.8683921325646224e-06,8.246444593851265e-08,0.000818355125375,1.1905814972124062e-05,2.679176418496354e-07,1.6546692904739755e-06,1.0143440931642544e-06,1.3984826182422694e-05,0.000818355125375,0.9991451501846312,0.9983267950592563,/home/yaxin/datasets/TacAct-original/16_7_R_15.xlsx
LeNet_LSTM,43,3268,16,6,class_6,3,class_3,0,0.9906008243560792,1.1207295074200374e-06,1.26087843455025e-05,3.3694670946715632e-06,0.9906008243560792,6.988472250668565e-06,3.3490451301076973e-07,0.0093321120366454,1.866342245193664e-05,1.020623585645808e-06,3.63885965271038e-06,4.850820005231071e-06,1.4497999472951053e-05,0.0093321120366454,0.9906008243560792,0.9812687123194338,/home/yaxin/datasets/TacAct-original/16_7_R_17.xlsx
LeNet_LSTM,43,3269,16,6,class_6,3,class_3,0,0.9989455342292786,2.242147445485898e-07,4.110278496227693e-06,1.16975468245073e-06,0.9989455342292786,1.4039012512512272e-06,1.0739878320009667e-07,0.0010045249946415,1.486616201873403e-05,3.727446369339305e-07,1.4680226740892977e-06,9.63569391387864e-07,2.522612157918047e-05,0.0010045249946415,0.9989455342292786,0.997941009234637,/home/yaxin/datasets/TacAct-original/16_7_R_18.xlsx
LeNet_LSTM,43,3270,16,6,class_6,3,class_3,0,0.999542474746704,1.819276036485462e-07,4.070405793754617e-06,6.624248385378451e-07,0.999542474746704,2.55075860877696e-06,8.987503008484056e-08,0.0004158748488407,1.000468728307169e-05,3.274012954079808e-07,2.732728262344608e-06,1.0263869398841052e-06,1.9968800188507885e-05,0.0004158748488407,0.999542474746704,0.9991265998978633,/home/yaxin/datasets/TacAct-original/16_7_R_19.xlsx
LeNet_LSTM,43,3272,16,6,class_6,3,class_3,0,0.9995360374450684,1.494087626952023e-07,3.89334400097141e-06,5.803917133562209e-07,0.9995360374450684,2.148444309568731e-06,7.232642218468754e-08,0.0004329100775066,7.928972081572283e-06,2.3049364017424526e-07,2.1644523258146364e-06,8.009902217054332e-07,1.3105794096190948e-05,0.0004329100775066,0.9995360374450684,0.9991031273675618,/home/yaxin/datasets/TacAct-original/16_7_R_20.xlsx
LeNet_LSTM,43,3273,16,6,class_6,3,class_3,0,0.9957823753356934,5.705815624423849e-07,7.871753950894345e-06,2.0101947484363336e-06,0.9957823753356934,3.885560545313638e-06,1.9292799890990866e-07,0.0041621890850365,1.5986164726200514e-05,6.427125640584563e-07,2.603052962513175e-06,2.373427378188353e-06,1.9221526599721983e-05,0.0041621890850365,0.9957823753356934,0.9916201862506568,/home/yaxin/datasets/TacAct-original/16_7_R_3.xlsx
LeNet_LSTM,43,3274,16,6,class_6,3,class_3,0,0.9992517828941344,2.159675318580412e-07,5.20711682838737e-06,8.980182428786065e-07,0.9992517828941344,2.1643404579663184e-06,8.840615350891312e-08,0.0007132798200473,1.0772688256110996e-05,2.561793621680408e-07,1.967848675121786e-06,1.07814491911995e-06,1.2266911653568968e-05,0.0007132798200473,0.9992517828941344,0.9985385030740871,/home/yaxin/datasets/TacAct-original/16_7_R_4.xlsx
LeNet_LSTM,43,3276,16,6,class_6,3,class_3,0,0.9987553358078004,2.473592246587941e-07,4.30042700827471e-06,9.953179187505157e-07,0.9987553358078004,1.8850815877158311e-06,9.375482079576615e-08,0.001206203829497,1.1321670172037557e-05,3.38316425541052e-07,1.7594888959138189e-06,1.085118014998443e-06,1.6461421182611957e-05,0.001206203829497,0.9987553358078004,0.9975491319783034,/home/yaxin/datasets/TacAct-original/16_7_R_6.xlsx
LeNet_LSTM,43,3277,16,6,class_6,3,class_3,0,0.9995885491371156,1.310330901560519e-07,3.0182884529494918e-06,4.912894837616477e-07,0.9995885491371156,1.8971802546730032e-06,6.26943261750057e-08,0.0003806520544458,7.097196885297308e-06,2.3543323379726647e-07,2.0567358660628088e-06,6.865603268124687e-07,1.5183370123850182e-05,0.0003806520544458,0.9995885491371156,0.9992078970826698,/home/yaxin/datasets/TacAct-original/16_7_R_7.xlsx
LeNet_LSTM,43,3278,16,6,class_6,3,class_3,0,0.9995344877243042,1.5802430652911428e-07,4.0178488234232645e-06,6.048742875464086e-07,0.9995344877243042,2.2070294107834343e-06,7.526730172457975e-08,0.0004327684582676,8.442451871815138e-06,2.46248902158186e-07,2.2141907720651943e-06,8.435943641416088e-07,1.3926219253335148e-05,0.0004327684582676,0.9995344877243042,0.9991017192660366,/home/yaxin/datasets/TacAct-original/16_7_R_8.xlsx
